lganame,wardname,year,month,rain_mm,valid_pixels
Warri South-West,Ajudaibo,2017,11,13.774797439575195,4
Warri South-West,Akpakpa,2017,11,9.621800422668455,2
Warri South-West,Isaba,2017,11,131.11979166666666,15
Warri South-West,Madangho,2017,11,16.511385599772137,3
Warri South-West,Ogbe-Ijoh,2017,11,123.43191189236111,36
Warri South-West,Ogidigben,2017,11,39.76097106933594,4
Warri South-West,Okerenkoko,2017,11,74.357421875,36
Warri South-West,Oporozo,2017,11,30.92313766479492,16
Warri South-West,Orere,2017,11,69.17066539417614,11
Warri South-West,Ugborodo,2017,11,66.80894775390625,10
Warri South,Avenue,2017,11,92.70612335205078,2
Warri South,Bowen,2017,11,96.73756408691406,2
Warri South,Ekurede,2017,11,91.47892761230467,4
Warri South,Esisi,2017,11,89.47128295898438,4
Warri South,Igbudu,2017,11,91.9924825032552,3
Warri South,Obodo,2017,11,115.44024658203124,16
Warri South,Ode-Itsekiri,2017,11,111.50101725260416,9
Warri South,Okere,2017,11,92.70612335205078,2
Warri South,Pessu,2017,11,96.73756408691406,2
Warri South,Ubeji,2017,11,97.65000697544644,7
Bomadi,Akugbene 1,2017,12,32.6916389465332,2
Bomadi,Akugbene 2,2017,12,33.349952697753906,1
Bomadi,Akugbene 3,2017,12,33.349952697753906,1
Bomadi,Bomadi,2017,12,33.2797114054362,6
Bomadi,Ekaametagbene/Kalafio,2017,12,36.25639343261719,12
Bomadi,Esanma,2017,12,34.01372146606445,4
Bomadi,Kpakiama,2017,12,31.131975809733078,6
Bomadi,Ogbeinma/Okoloba,2017,12,34.19268798828125,3
Bomadi,Ogo/Eze,2017,12,33.705169677734375,2
Bomadi,Ogriagbene,2017,12,38.80494435628256,6
Burutu,Bolou-Ndoro,2017,12,43.83264956266984,23
Burutu,Egodor,2017,12,35.82095157398897,17
Burutu,Eseinbiri,2017,12,35.974706476384945,11
Burutu,Kiagbodo,2017,12,31.652048746744796,3
Burutu,Ngbilebiri,2017,12,35.660491943359375,6
Burutu,Obetebe,2017,12,37.1353759765625,29
Burutu,Ogulagha,2017,12,19.76601318359375,25
Burutu,Ojobo,2017,12,41.47954813639323,6
Burutu,Tamigbe,2017,12,36.87774149576823,6
Burutu,Torugbene,2017,12,38.62294006347656,6
Burutu,Tuomo,2017,12,35.477634006076386,9
Patani,Abari,2017,12,20.05316619873047,5
Patani,Agoloma,2017,12,24.16333516438802,3
Patani,Buluangiama,2017,12,25.58902931213379,8
Patani,Odorubu,2017,12,28.483612060546875,8
Patani,Patani 2,2017,12,21.811914443969727,4
Patani,Patani 3,2017,12,20.93001302083333,6
Patani,Patani 4,2017,12,22.580543518066406,2
Patani,Patani 5,2017,12,22.469406127929688,7
Patani,Toruangiama,2017,12,27.109461466471355,3
Patani,Uduophori,2017,12,27.825234985351564,5
Warri South-West,Ajudaibo,2017,12,3.28910493850708,4
Warri South-West,Akpakpa,2017,12,2.2377021312713623,2
Warri South-West,Isaba,2017,12,32.59471435546875,15
Warri South-West,Madangho,2017,12,3.99395751953125,3
Warri South-West,Ogbe-Ijoh,2017,12,29.532426622178814,36
Warri South-West,Ogidigben,2017,12,8.500581741333008,4
Warri South-West,Okerenkoko,2017,12,16.75797356499566,36
Warri South-West,Oporozo,2017,12,8.15788459777832,16
Warri South-West,Orere,2017,12,17.659738714044746,11
Warri South-West,Ugborodo,2017,12,16.156207275390624,10
Warri South,Avenue,2017,12,28.26793098449707,2
Warri South,Bowen,2017,12,29.377140045166016,2
Warri South,Ekurede,2017,12,27.88290405273437,4
Warri South,Esisi,2017,12,28.710901260375977,4
Warri South,Igbudu,2017,12,28.988985697428387,3
Warri South,Obodo,2017,12,22.31149101257324,16
Warri South,Ode-Itsekiri,2017,12,29.308553059895832,9
Warri South,Okere,2017,12,28.26793098449707,2
Warri South,Pessu,2017,12,29.377140045166016,2
Warri South,Ubeji,2017,12,27.13834926060268,7
Bomadi,Akugbene 1,2018,1,15.303840637207031,2
Bomadi,Akugbene 2,2018,1,16.427127838134766,1
Bomadi,Akugbene 3,2018,1,16.427127838134766,1
Bomadi,Bomadi,2018,1,18.145673116048176,6
Bomadi,Ekaametagbene/Kalafio,2018,1,13.70883051554362,12
Bomadi,Esanma,2018,1,15.564476013183594,4
Bomadi,Kpakiama,2018,1,18.02516682942708,6
Bomadi,Ogbeinma/Okoloba,2018,1,15.556232452392578,3
Bomadi,Ogo/Eze,2018,1,14.091373443603516,2
Bomadi,Ogriagbene,2018,1,15.60903549194336,6
Burutu,Bolou-Ndoro,2018,1,17.666328761888586,23
Burutu,Egodor,2018,1,13.272891773897058,17
Burutu,Eseinbiri,2018,1,15.418785788796164,11
Burutu,Kiagbodo,2018,1,15.49206034342448,3
Burutu,Ngbilebiri,2018,1,15.24517822265625,6
Burutu,Obetebe,2018,1,12.420853187297952,29
Burutu,Ogulagha,2018,1,5.881284790039063,25
Burutu,Ojobo,2018,1,19.209766387939453,6
Burutu,Tamigbe,2018,1,16.40233612060547,6
Burutu,Torugbene,2018,1,17.3423589070638,6
Burutu,Tuomo,2018,1,17.54476081000434,9
Patani,Abari,2018,1,20.388552856445312,5
Patani,Agoloma,2018,1,23.58127339680989,3
Patani,Buluangiama,2018,1,24.568191528320312,8
Patani,Odorubu,2018,1,23.24789047241211,8
Patani,Patani 2,2018,1,20.399982452392575,4
Patani,Patani 3,2018,1,20.54572296142578,6
Patani,Patani 4,2018,1,21.310094833374023,2
Patani,Patani 5,2018,1,22.7500479561942,7
Patani,Toruangiama,2018,1,25.96516927083333,3
Patani,Uduophori,2018,1,25.39629364013672,5
Warri South-West,Ajudaibo,2018,1,1.3444795608520508,4
Warri South-West,Akpakpa,2018,1,0.8249876499176025,2
Warri South-West,Isaba,2018,1,10.20735575358073,15
Warri South-West,Madangho,2018,1,1.6602923075358074,3
Warri South-West,Ogbe-Ijoh,2018,1,9.258822123209637,36
Warri South-West,Ogidigben,2018,1,1.7712736129760742,4
Warri South-West,Okerenkoko,2018,1,5.547879536946614,36
Warri South-West,Oporozo,2018,1,2.990498781204224,16
Warri South-West,Orere,2018,1,3.984640641645952,11
Warri South-West,Ugborodo,2018,1,3.643762969970703,10
Warri South,Avenue,2018,1,8.020267486572266,2
Warri South,Bowen,2018,1,9.48533058166504,2
Warri South,Ekurede,2018,1,7.998175621032715,4
Warri South,Esisi,2018,1,8.786033630371094,4
Warri South,Igbudu,2018,1,9.263799667358398,3
Warri South,Obodo,2018,1,8.306368827819824,16
Warri South,Ode-Itsekiri,2018,1,9.291990492078993,9
Warri South,Okere,2018,1,8.020267486572266,2
Warri South,Pessu,2018,1,9.48533058166504,2
Warri South,Ubeji,2018,1,7.846957615443638,7
Bomadi,Akugbene 1,2018,2,169.58056640625,2
Bomadi,Akugbene 2,2018,2,169.9921417236328,1
Bomadi,Akugbene 3,2018,2,169.9921417236328,1
Bomadi,Bomadi,2018,2,171.6194051106771,6
Bomadi,Ekaametagbene/Kalafio,2018,2,165.40254720052084,12
Bomadi,Esanma,2018,2,168.65618896484375,4
Bomadi,Kpakiama,2018,2,163.87753295898438,6
Bomadi,Ogbeinma/Okoloba,2018,2,166.75407918294272,3
Bomadi,Ogo/Eze,2018,2,166.0950164794922,2
Bomadi,Ogriagbene,2018,2,176.6011759440104,6
Burutu,Bolou-Ndoro,2018,2,173.68838102921197,23
Burutu,Egodor,2018,2,157.6989028033088,17
Burutu,Eseinbiri,2018,2,171.09792258522728,11
Burutu,Kiagbodo,2018,2,153.1504923502604,3
Burutu,Ngbilebiri,2018,2,166.33497111002603,6
Burutu,Obetebe,2018,2,154.2540072737069,29
Burutu,Ogulagha,2018,2,87.01294921875,25
Burutu,Ojobo,2018,2,172.0975138346354,6
Burutu,Tamigbe,2018,2,176.89815266927084,6
Burutu,Torugbene,2018,2,175.5352783203125,6
Burutu,Tuomo,2018,2,177.76813422309027,9
Patani,Abari,2018,2,133.3283935546875,5
Patani,Agoloma,2018,2,147.61482747395834,3
Patani,Buluangiama,2018,2,151.6026153564453,8
Patani,Odorubu,2018,2,163.7791748046875,8
Patani,Patani 2,2018,2,138.14035034179688,4
Patani,Patani 3,2018,2,136.71393839518228,6
Patani,Patani 4,2018,2,142.6173553466797,2
Patani,Patani 5,2018,2,143.13873291015625,7
Patani,Toruangiama,2018,2,156.72956339518228,3
Patani,Uduophori,2018,2,161.78914794921874,5
Warri South-West,Ajudaibo,2018,2,17.145153045654297,4
Warri South-West,Akpakpa,2018,2,11.88320255279541,2
Warri South-West,Isaba,2018,2,144.62052408854166,15
Warri South-West,Madangho,2018,2,20.557662963867188,3
Warri South-West,Ogbe-Ijoh,2018,2,129.35240342881946,36
Warri South-West,Ogidigben,2018,2,40.18784713745117,4
Warri South-West,Okerenkoko,2018,2,78.85476345486111,36
Warri South-West,Oporozo,2018,2,38.46128082275391,16
Warri South-West,Orere,2018,2,84.45106090198864,11
Warri South-West,Ugborodo,2018,2,77.934228515625,10
Warri South,Avenue,2018,2,140.62112426757812,2
Warri South,Bowen,2018,2,135.59707641601562,2
Warri South,Ekurede,2018,2,138.80287170410156,4
Warri South,Esisi,2018,2,136.7487030029297,4
Warri South,Igbudu,2018,2,135.51983642578125,3
Warri South,Obodo,2018,2,115.68119049072266,16
Warri South,Ode-Itsekiri,2018,2,138.89251030815973,9
Warri South,Okere,2018,2,140.62112426757812,2
Warri South,Pessu,2018,2,135.59707641601562,2
Warri South,Ubeji,2018,2,135.25469098772322,7
Bomadi,Akugbene 1,2018,3,168.83676147460938,2
Bomadi,Akugbene 2,2018,3,172.04966735839844,1
Bomadi,Akugbene 3,2018,3,172.04966735839844,1
Bomadi,Bomadi,2018,3,184.177001953125,6
Bomadi,Ekaametagbene/Kalafio,2018,3,182.56146240234372,12
Bomadi,Esanma,2018,3,175.46939086914062,4
Bomadi,Kpakiama,2018,3,172.991943359375,6
Bomadi,Ogbeinma/Okoloba,2018,3,173.5614013671875,3
Bomadi,Ogo/Eze,2018,3,166.25270080566406,2
Bomadi,Ogriagbene,2018,3,188.3635660807292,6
Burutu,Bolou-Ndoro,2018,3,185.6126868206522,23
Burutu,Egodor,2018,3,175.3694278492647,17
Burutu,Eseinbiri,2018,3,184.0575284090909,11
Burutu,Kiagbodo,2018,3,165.63690185546875,3
Burutu,Ngbilebiri,2018,3,174.96527099609375,6
Burutu,Obetebe,2018,3,175.81598531788794,29
Burutu,Ogulagha,2018,3,112.929150390625,25
Burutu,Ojobo,2018,3,182.98516845703125,6
Burutu,Tamigbe,2018,3,194.9792683919271,6
Burutu,Torugbene,2018,3,192.644775390625,6
Burutu,Tuomo,2018,3,189.14278157552084,9
Patani,Abari,2018,3,145.591455078125,5
Patani,Agoloma,2018,3,160.30038452148438,3
Patani,Buluangiama,2018,3,160.13507080078125,8
Patani,Odorubu,2018,3,169.0576171875,8
Patani,Patani 2,2018,3,146.28250122070312,4
Patani,Patani 3,2018,3,148.37337239583334,6
Patani,Patani 4,2018,3,148.34259033203125,2
Patani,Patani 5,2018,3,155.82465471540178,7
Patani,Toruangiama,2018,3,161.0716349283854,3
Patani,Uduophori,2018,3,169.3810791015625,5
Warri South-West,Ajudaibo,2018,3,24.38803482055664,4
Warri South-West,Akpakpa,2018,3,15.700319290161133,2
Warri South-West,Isaba,2018,3,176.85123697916666,15
Warri South-West,Madangho,2018,3,29.378448486328125,3
Warri South-West,Ogbe-Ijoh,2018,3,173.41769748263889,36
Warri South-West,Ogidigben,2018,3,59.50310134887695,4
Warri South-West,Okerenkoko,2018,3,131.94295247395834,36
Warri South-West,Oporozo,2018,3,55.383033752441406,16
Warri South-West,Orere,2018,3,136.05675159801137,11
Warri South-West,Ugborodo,2018,3,116.6609130859375,10
Warri South,Avenue,2018,3,177.5088348388672,2
Warri South,Bowen,2018,3,168.39239501953125,2
Warri South,Ekurede,2018,3,176.5249786376953,4
Warri South,Esisi,2018,3,170.9772491455078,4
Warri South,Igbudu,2018,3,169.24653116861978,3
Warri South,Obodo,2018,3,180.13018798828125,16
Warri South,Ode-Itsekiri,2018,3,176.30387369791666,9
Warri South,Okere,2018,3,177.5088348388672,2
Warri South,Pessu,2018,3,168.39239501953125,2
Warri South,Ubeji,2018,3,180.5899309430804,7
Bomadi,Akugbene 1,2018,4,181.8238525390625,2
Bomadi,Akugbene 2,2018,4,178.99874877929688,1
Bomadi,Akugbene 3,2018,4,178.99874877929688,1
Bomadi,Bomadi,2018,4,179.1721394856771,6
Bomadi,Ekaametagbene/Kalafio,2018,4,191.51277669270837,12
Bomadi,Esanma,2018,4,184.37701416015625,4
Bomadi,Kpakiama,2018,4,173.57576497395834,6
Bomadi,Ogbeinma/Okoloba,2018,4,179.4631144205729,3
Bomadi,Ogo/Eze,2018,4,178.7158203125,2
Bomadi,Ogriagbene,2018,4,193.8552652994792,6
Burutu,Bolou-Ndoro,2018,4,203.0714801290761,23
Burutu,Egodor,2018,4,180.22426470588235,17
Burutu,Eseinbiri,2018,4,186.6712535511364,11
Burutu,Kiagbodo,2018,4,175.2774658203125,3
Burutu,Ngbilebiri,2018,4,180.5420125325521,6
Burutu,Obetebe,2018,4,185.90268049568965,29
Burutu,Ogulagha,2018,4,113.905185546875,25
Burutu,Ojobo,2018,4,183.8930460611979,6
Burutu,Tamigbe,2018,4,190.5911865234375,6
Burutu,Torugbene,2018,4,188.27775065104169,6
Burutu,Tuomo,2018,4,187.75180392795136,9
Patani,Abari,2018,4,166.017919921875,5
Patani,Agoloma,2018,4,171.0838623046875,3
Patani,Buluangiama,2018,4,173.83241271972656,8
Patani,Odorubu,2018,4,178.83038330078125,8
Patani,Patani 2,2018,4,165.75537109375,4
Patani,Patani 3,2018,4,167.5494588216146,6
Patani,Patani 4,2018,4,168.68316650390625,2
Patani,Patani 5,2018,4,169.237548828125,7
Patani,Toruangiama,2018,4,176.8050537109375,3
Patani,Uduophori,2018,4,182.82669677734376,5
Warri South-West,Ajudaibo,2018,4,24.57398223876953,4
Warri South-West,Akpakpa,2018,4,16.726318359375,2
Warri South-West,Isaba,2018,4,179.26805013020834,15
Warri South-West,Madangho,2018,4,30.00546264648437,3
Warri South-West,Ogbe-Ijoh,2018,4,176.8363308376736,36
Warri South-West,Ogidigben,2018,4,54.993900299072266,4
Warri South-West,Okerenkoko,2018,4,128.97365993923611,36
Warri South-West,Oporozo,2018,4,62.866119384765625,16
Warri South-West,Orere,2018,4,125.2028142755682,11
Warri South-West,Ugborodo,2018,4,111.86492919921876,10
Warri South,Avenue,2018,4,163.0196533203125,2
Warri South,Bowen,2018,4,170.18844604492188,2
Warri South,Ekurede,2018,4,160.89353942871094,4
Warri South,Esisi,2018,4,165.03138732910156,4
Warri South,Igbudu,2018,4,167.84290568033853,3
Warri South,Obodo,2018,4,175.8247528076172,16
Warri South,Ode-Itsekiri,2018,4,168.14108615451389,9
Warri South,Okere,2018,4,163.0196533203125,2
Warri South,Pessu,2018,4,170.18844604492188,2
Warri South,Ubeji,2018,4,161.98341587611608,7
Bomadi,Akugbene 1,2018,5,211.86013793945312,2
Bomadi,Akugbene 2,2018,5,213.58226013183597,1
Bomadi,Akugbene 3,2018,5,213.58226013183597,1
Bomadi,Bomadi,2018,5,225.3687744140625,6
Bomadi,Ekaametagbene/Kalafio,2018,5,225.78059895833331,12
Bomadi,Esanma,2018,5,214.68409729003903,4
Bomadi,Kpakiama,2018,5,223.5622965494792,6
Bomadi,Ogbeinma/Okoloba,2018,5,215.34016927083331,3
Bomadi,Ogo/Eze,2018,5,211.47105407714844,2
Bomadi,Ogriagbene,2018,5,219.0010782877604,6
Burutu,Bolou-Ndoro,2018,5,234.4055069633152,23
Burutu,Egodor,2018,5,230.07525275735293,17
Burutu,Eseinbiri,2018,5,220.76762251420453,11
Burutu,Kiagbodo,2018,5,213.06925455729169,3
Burutu,Ngbilebiri,2018,5,222.32552083333331,6
Burutu,Obetebe,2018,5,233.93046201508625,29
Burutu,Ogulagha,2018,5,170.04103515625,25
Burutu,Ojobo,2018,5,212.53509521484372,6
Burutu,Tamigbe,2018,5,222.34395345052084,6
Burutu,Torugbene,2018,5,219.591552734375,6
Burutu,Tuomo,2018,5,227.5243191189236,9
Patani,Abari,2018,5,203.148291015625,5
Patani,Agoloma,2018,5,211.172607421875,3
Patani,Buluangiama,2018,5,213.4276580810547,8
Patani,Odorubu,2018,5,221.78375244140625,8
Patani,Patani 2,2018,5,201.93429565429688,4
Patani,Patani 3,2018,5,202.6148681640625,6
Patani,Patani 4,2018,5,203.2509765625,2
Patani,Patani 5,2018,5,206.3514927455357,7
Patani,Toruangiama,2018,5,217.92867024739584,3
Patani,Uduophori,2018,5,220.3658203125,5
Warri South-West,Ajudaibo,2018,5,40.48525238037109,4
Warri South-West,Akpakpa,2018,5,26.99591064453125,2
Warri South-West,Isaba,2018,5,228.59195963541663,15
Warri South-West,Madangho,2018,5,47.976888020833336,3
Warri South-West,Ogbe-Ijoh,2018,5,218.48914930555557,36
Warri South-West,Ogidigben,2018,5,106.03347778320312,4
Warri South-West,Okerenkoko,2018,5,167.6297336154514,36
Warri South-West,Oporozo,2018,5,81.63191223144531,16
Warri South-West,Orere,2018,5,190.53196022727272,11
Warri South-West,Ugborodo,2018,5,194.2852783203125,10
Warri South,Avenue,2018,5,200.0267333984375,2
Warri South,Bowen,2018,5,200.95172119140625,2
Warri South,Ekurede,2018,5,200.1470184326172,4
Warri South,Esisi,2018,5,197.6685943603516,4
Warri South,Igbudu,2018,5,199.46514892578125,3
Warri South,Obodo,2018,5,220.7608642578125,16
Warri South,Ode-Itsekiri,2018,5,211.63294813368051,9
Warri South,Okere,2018,5,200.0267333984375,2
Warri South,Pessu,2018,5,200.95172119140625,2
Warri South,Ubeji,2018,5,198.67330496651783,7
Bomadi,Akugbene 1,2018,6,393.90625,2
Bomadi,Akugbene 2,2018,6,395.4367065429688,1
Bomadi,Akugbene 3,2018,6,395.4367065429688,1
Bomadi,Bomadi,2018,6,412.5359293619792,6
Bomadi,Ekaametagbene/Kalafio,2018,6,438.1839599609375,12
Bomadi,Esanma,2018,6,401.3483276367188,4
Bomadi,Kpakiama,2018,6,409.3863932291667,6
Bomadi,Ogbeinma/Okoloba,2018,6,383.5560302734375,3
Bomadi,Ogo/Eze,2018,6,366.8924865722656,2
Bomadi,Ogriagbene,2018,6,452.2779134114583,6
Burutu,Bolou-Ndoro,2018,6,476.2632048233696,23
Burutu,Egodor,2018,6,392.3031652113971,17
Burutu,Eseinbiri,2018,6,423.6763583096591,11
Burutu,Kiagbodo,2018,6,354.8719075520833,3
Burutu,Ngbilebiri,2018,6,406.017578125,6
Burutu,Obetebe,2018,6,409.5401400862069,29
Burutu,Ogulagha,2018,6,218.87142578125,25
Burutu,Ojobo,2018,6,453.8819580078125,6
Burutu,Tamigbe,2018,6,442.4993489583333,6
Burutu,Torugbene,2018,6,445.5430501302083,6
Burutu,Tuomo,2018,6,415.3333062065972,9
Patani,Abari,2018,6,386.814990234375,5
Patani,Agoloma,2018,6,398.8027750651042,3
Patani,Buluangiama,2018,6,391.9241027832031,8
Patani,Odorubu,2018,6,393.4992065429688,8
Patani,Patani 2,2018,6,393.4150695800781,4
Patani,Patani 3,2018,6,395.2003173828125,6
Patani,Patani 4,2018,6,391.8491821289063,2
Patani,Patani 5,2018,6,399.7781459263393,7
Patani,Toruangiama,2018,6,389.6148681640625,3
Patani,Uduophori,2018,6,384.484912109375,5
Warri South-West,Ajudaibo,2018,6,46.42137908935547,4
Warri South-West,Akpakpa,2018,6,31.74367904663086,2
Warri South-West,Isaba,2018,6,382.2415364583333,15
Warri South-West,Madangho,2018,6,56.82868957519531,3
Warri South-West,Ogbe-Ijoh,2018,6,368.4016927083333,36
Warri South-West,Ogidigben,2018,6,90.2668914794922,4
Warri South-West,Okerenkoko,2018,6,237.16731770833331,36
Warri South-West,Oporozo,2018,6,118.58751678466795,16
Warri South-West,Orere,2018,6,221.7435191761364,11
Warri South-West,Ugborodo,2018,6,194.67041015625,10
Warri South,Avenue,2018,6,311.87042236328125,2
Warri South,Bowen,2018,6,330.3640441894531,2
Warri South,Ekurede,2018,6,316.0831298828125,4
Warri South,Esisi,2018,6,303.693115234375,4
Warri South,Igbudu,2018,6,314.3548177083333,3
Warri South,Obodo,2018,6,329.0863342285156,16
Warri South,Ode-Itsekiri,2018,6,348.85687934027777,9
Warri South,Okere,2018,6,311.87042236328125,2
Warri South,Pessu,2018,6,330.3640441894531,2
Warri South,Ubeji,2018,6,309.29854910714283,7
Bomadi,Akugbene 1,2018,7,516.193603515625,2
Bomadi,Akugbene 2,2018,7,544.7614135742188,1
Bomadi,Akugbene 3,2018,7,544.7614135742188,1
Bomadi,Bomadi,2018,7,502.3339029947917,6
Bomadi,Ekaametagbene/Kalafio,2018,7,538.0928548177084,12
Bomadi,Esanma,2018,7,510.306640625,4
Bomadi,Kpakiama,2018,7,494.6958821614583,6
Bomadi,Ogbeinma/Okoloba,2018,7,529.1720784505209,3
Bomadi,Ogo/Eze,2018,7,507.6810607910156,2
Bomadi,Ogriagbene,2018,7,532.4791666666666,6
Burutu,Bolou-Ndoro,2018,7,568.4670516304348,23
Burutu,Egodor,2018,7,522.69140625,17
Burutu,Eseinbiri,2018,7,515.1003196022727,11
Burutu,Kiagbodo,2018,7,486.0478515625,3
Burutu,Ngbilebiri,2018,7,520.39501953125,6
Burutu,Obetebe,2018,7,515.4464574353449,29
Burutu,Ogulagha,2018,7,232.1782421875,25
Burutu,Ojobo,2018,7,500.6121419270833,6
Burutu,Tamigbe,2018,7,511.3056640625,6
Burutu,Torugbene,2018,7,507.0957438151042,6
Burutu,Tuomo,2018,7,506.6863606770833,9
Patani,Abari,2018,7,487.029931640625,5
Patani,Agoloma,2018,7,501.8241373697917,3
Patani,Buluangiama,2018,7,503.1305541992188,8
Patani,Odorubu,2018,7,496.845947265625,8
Patani,Patani 2,2018,7,496.79632568359375,4
Patani,Patani 3,2018,7,496.9676106770833,6
Patani,Patani 4,2018,7,509.9045104980469,2
Patani,Patani 5,2018,7,506.0241350446428,7
Patani,Toruangiama,2018,7,504.9762776692708,3
Patani,Uduophori,2018,7,503.74833984375,5
Warri South-West,Ajudaibo,2018,7,59.75713348388672,4
Warri South-West,Akpakpa,2018,7,39.91108322143555,2
Warri South-West,Isaba,2018,7,490.7099934895833,15
Warri South-West,Madangho,2018,7,73.27928670247395,3
Warri South-West,Ogbe-Ijoh,2018,7,447.16978624131946,36
Warri South-West,Ogidigben,2018,7,82.36737060546875,4
Warri South-West,Okerenkoko,2018,7,342.30870225694446,36
Warri South-West,Oporozo,2018,7,162.15188598632812,16
Warri South-West,Orere,2018,7,243.87668678977272,11
Warri South-West,Ugborodo,2018,7,199.40552978515623,10
Warri South,Avenue,2018,7,447.9371948242188,2
Warri South,Bowen,2018,7,440.380126953125,2
Warri South,Ekurede,2018,7,458.1694946289063,4
Warri South,Esisi,2018,7,430.81390380859375,4
Warri South,Igbudu,2018,7,425.8201497395833,3
Warri South,Obodo,2018,7,448.0141906738281,16
Warri South,Ode-Itsekiri,2018,7,469.46278211805554,9
Warri South,Okere,2018,7,447.9371948242188,2
Warri South,Pessu,2018,7,440.380126953125,2
Warri South,Ubeji,2018,7,460.450439453125,7
Bomadi,Akugbene 1,2018,8,463.1954650878906,2
Bomadi,Akugbene 2,2018,8,478.0405883789063,1
Bomadi,Akugbene 3,2018,8,478.0405883789063,1
Bomadi,Bomadi,2018,8,457.33740234375,6
Bomadi,Ekaametagbene/Kalafio,2018,8,450.0967610677083,12
Bomadi,Esanma,2018,8,473.7739562988281,4
Bomadi,Kpakiama,2018,8,465.1592610677083,6
Bomadi,Ogbeinma/Okoloba,2018,8,474.2954915364583,3
Bomadi,Ogo/Eze,2018,8,451.70843505859375,2
Bomadi,Ogriagbene,2018,8,497.8462320963542,6
Burutu,Bolou-Ndoro,2018,8,425.3370838994565,23
Burutu,Egodor,2018,8,433.1713005514706,17
Burutu,Eseinbiri,2018,8,482.59037642045456,11
Burutu,Kiagbodo,2018,8,428.5834147135417,3
Burutu,Ngbilebiri,2018,8,449.1033121744792,6
Burutu,Obetebe,2018,8,349.4604660560345,29
Burutu,Ogulagha,2018,8,174.22783203125,25
Burutu,Ojobo,2018,8,497.8611653645833,6
Burutu,Tamigbe,2018,8,505.3177897135417,6
Burutu,Torugbene,2018,8,497.13623046875,6
Burutu,Tuomo,2018,8,467.56336805555554,9
Patani,Abari,2018,8,433.05087890625,5
Patani,Agoloma,2018,8,425.9258626302083,3
Patani,Buluangiama,2018,8,421.3315734863281,8
Patani,Odorubu,2018,8,432.7771301269531,8
Patani,Patani 2,2018,8,431.8889770507813,4
Patani,Patani 3,2018,8,434.2677001953125,6
Patani,Patani 4,2018,8,430.4266662597656,2
Patani,Patani 5,2018,8,426.61962890625,7
Patani,Toruangiama,2018,8,418.3225911458333,3
Patani,Uduophori,2018,8,416.152294921875,5
Warri South-West,Ajudaibo,2018,8,58.39920425415039,4
Warri South-West,Akpakpa,2018,8,36.40369415283203,2
Warri South-West,Isaba,2018,8,446.5786458333333,15
Warri South-West,Madangho,2018,8,71.06385803222656,3
Warri South-West,Ogbe-Ijoh,2018,8,394.0720757378472,36
Warri South-West,Ogidigben,2018,8,90.8811492919922,4
Warri South-West,Okerenkoko,2018,8,336.1202799479167,36
Warri South-West,Oporozo,2018,8,148.40142822265625,16
Warri South-West,Orere,2018,8,296.13691850142044,11
Warri South-West,Ugborodo,2018,8,244.879736328125,10
Warri South,Avenue,2018,8,516.8787841796875,2
Warri South,Bowen,2018,8,484.3733215332031,2
Warri South,Ekurede,2018,8,512.7747802734375,4
Warri South,Esisi,2018,8,490.5169067382813,4
Warri South,Igbudu,2018,8,480.5748697916667,3
Warri South,Obodo,2018,8,450.7352294921875,16
Warri South,Ode-Itsekiri,2018,8,484.580078125,9
Warri South,Okere,2018,8,516.8787841796875,2
Warri South,Pessu,2018,8,484.3733215332031,2
Warri South,Ubeji,2018,8,484.0272042410714,7
Bomadi,Akugbene 1,2018,9,554.2572021484375,2
Bomadi,Akugbene 2,2018,9,557.8843994140625,1
Bomadi,Akugbene 3,2018,9,557.8843994140625,1
Bomadi,Bomadi,2018,9,566.3197835286459,6
Bomadi,Ekaametagbene/Kalafio,2018,9,612.1300455729166,12
Bomadi,Esanma,2018,9,566.203857421875,4
Bomadi,Kpakiama,2018,9,536.1857503255209,6
Bomadi,Ogbeinma/Okoloba,2018,9,561.8348795572916,3
Bomadi,Ogo/Eze,2018,9,540.3624267578125,2
Bomadi,Ogriagbene,2018,9,631.4878743489584,6
Burutu,Bolou-Ndoro,2018,9,668.9908288043479,23
Burutu,Egodor,2018,9,591.7270795036765,17
Burutu,Eseinbiri,2018,9,597.44775390625,11
Burutu,Kiagbodo,2018,9,533.6601969401041,3
Burutu,Ngbilebiri,2018,9,580.9171549479166,6
Burutu,Obetebe,2018,9,604.3114224137931,29
Burutu,Ogulagha,2018,9,333.1198828125,25
Burutu,Ojobo,2018,9,654.7808430989584,6
Burutu,Tamigbe,2018,9,633.7172037760416,6
Burutu,Torugbene,2018,9,642.7069498697916,6
Burutu,Tuomo,2018,9,605.2549913194445,9
Patani,Abari,2018,9,521.10224609375,5
Patani,Agoloma,2018,9,510.5155843098958,3
Patani,Buluangiama,2018,9,513.8005981445312,8
Patani,Odorubu,2018,9,526.2053833007812,8
Patani,Patani 2,2018,9,510.3661193847656,4
Patani,Patani 3,2018,9,515.835205078125,6
Patani,Patani 4,2018,9,508.16741943359375,2
Patani,Patani 5,2018,9,509.8428431919643,7
Patani,Toruangiama,2018,9,522.719482421875,3
Patani,Uduophori,2018,9,527.709130859375,5
Warri South-West,Ajudaibo,2018,9,85.76985931396484,4
Warri South-West,Akpakpa,2018,9,56.02861785888672,2
Warri South-West,Isaba,2018,9,604.6098958333333,15
