lganame,wardname,ym,year,month,no2_mol_m2,no2_umol_m2,no2_valid_pixels,rainfall_mm,rainfall_valid_pixels,t2m_mean,t2m_max,t2m_min,ts_mean,temp_n_days,flare_n_sites,flare_total_bcm_13yr,flare_max_site_bcm,flare_last_year_bcm,flare_operators,fac_total,fac_phc,fac_secondary,fac_tertiary,fac_public,fac_private,pop_total,pop_under5,fac_per_1k_pop,phc_per_1k_u5,rainfall_mm_lag1m,rainfall_mm_lag2m,rainfall_mm_lag3m,t2m_mean_lag1m,t2m_mean_lag2m,t2m_mean_lag3m,ndvi_annual,ndvi_monthly,ndvi,ndvi_source,t,no2_umol_m2_lag1,no2_umol_m2_lag2,no2_umol_m2_lag3,rainfall_mm_lag1,rainfall_mm_lag2,rainfall_mm_lag3,t2m_mean_lag1,t2m_mean_lag2,t2m_mean_lag3,ndvi_lag1,ndvi_lag2,ndvi_lag3,month_sin,month_cos,no2_umol_m2_t1,rainfall_mm_t1,t2m_mean_t1
Patani,Patani 4,2026-03,2026,3,,,0,127.52517700195312,2,27.42,33.13,23.2,27.73,31,0,0.0,0.0,0.0,,3,3,0,0,3,0,11652,1818,0.26,1.65,108.2935791015625,35.64509582519531,111.2059326171875,27.18,27.0,26.76,,,,annual,24315,,,,108.2935791015625,35.64509582519531,111.2059326171875,27.18,27.0,26.76,,,,1.0,6.123233995736766e-17,,205.4159545898437,26.99
Patani,Patani 4,2026-04,2026,4,,,0,205.4159545898437,2,26.99,32.26,23.52,27.11,30,0,0.0,0.0,0.0,,3,3,0,0,3,0,11652,1818,0.26,1.65,127.52517700195312,108.2935791015625,35.64509582519531,27.42,27.18,27.0,,,,annual,24316,,,,127.52517700195312,108.2935791015625,35.64509582519531,27.42,27.18,27.0,,,,0.8660254037844387,-0.4999999999999998,,,
Patani,Patani 5,2025-05,2025,5,1.6099191270768642e-05,16.099191270768642,2,209.9847935267857,7,26.87,32.16,23.85,27.1,31,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,,,,,,,,,,annual,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,14.784543964196928,338.9232700892857,26.3
Patani,Patani 5,2025-06,2025,6,1.4784543964196928e-05,14.784543964196928,2,338.9232700892857,7,26.3,31.35,23.27,26.57,30,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,209.9847935267857,,,26.87,,,,,,annual,24306,16.099191270768642,,,209.9847935267857,,,26.87,,,,,,1.2246467991473532e-16,-1.0,12.200865967315622,267.7371303013393,25.12
Patani,Patani 5,2025-07,2025,7,1.2200865967315622e-05,12.200865967315622,2,267.7371303013393,7,25.12,29.94,22.03,25.39,31,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,338.9232700892857,209.9847935267857,,26.3,26.87,,,,,annual,24307,14.784543964196928,16.099191270768642,,338.9232700892857,209.9847935267857,,26.3,26.87,,,,,-0.4999999999999997,-0.8660254037844388,15.815829101484267,227.6630161830357,24.84
Patani,Patani 5,2025-08,2025,8,1.581582910148427e-05,15.815829101484267,2,227.6630161830357,7,24.84,29.99,21.62,25.24,31,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,267.7371303013393,338.9232700892857,209.9847935267857,25.12,26.3,26.87,,,,annual,24308,12.200865967315622,14.784543964196928,16.099191270768642,267.7371303013393,338.9232700892857,209.9847935267857,25.12,26.3,26.87,,,,-0.8660254037844384,-0.5000000000000004,20.17477891058661,358.12220982142856,25.29
Patani,Patani 5,2025-09,2025,9,2.017477891058661e-05,20.17477891058661,2,358.12220982142856,7,25.29,30.73,22.44,25.61,30,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,227.6630161830357,267.7371303013393,338.9232700892857,24.84,25.12,26.3,,,,annual,24309,15.815829101484267,12.200865967315622,14.784543964196928,227.6630161830357,267.7371303013393,338.9232700892857,24.84,25.12,26.3,,,,-1.0,-1.8369701987210297e-16,15.627294487785548,345.1414271763393,25.71
Patani,Patani 5,2025-10,2025,10,1.5627294487785548e-05,15.627294487785548,2,345.1414271763393,7,25.71,31.39,22.44,25.97,31,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,358.12220982142856,227.6630161830357,267.7371303013393,25.29,24.84,25.12,,,,annual,24310,20.17477891058661,15.815829101484267,12.200865967315622,358.12220982142856,227.6630161830357,267.7371303013393,25.29,24.84,25.12,,,,-0.8660254037844386,0.5000000000000001,21.12523725372739,210.89568219866072,26.89
Patani,Patani 5,2025-11,2025,11,2.112523725372739e-05,21.12523725372739,2,210.89568219866072,7,26.89,32.09,23.44,27.27,30,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,345.1414271763393,358.12220982142856,227.6630161830357,25.71,25.29,24.84,,,,annual,24311,15.627294487785548,20.17477891058661,15.815829101484267,345.1414271763393,358.12220982142856,227.6630161830357,25.71,25.29,24.84,,,,-0.5000000000000004,0.8660254037844384,48.92624565400183,118.93026297433036,26.76
Patani,Patani 5,2025-12,2025,12,4.892624565400183e-05,48.92624565400183,2,118.93026297433036,7,26.76,32.36,23.55,27.05,31,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,210.89568219866072,345.1414271763393,358.12220982142856,26.89,25.71,25.29,,,,annual,24312,21.12523725372739,15.627294487785548,20.17477891058661,210.89568219866072,345.1414271763393,358.12220982142856,26.89,25.71,25.29,,,,-2.4492935982947064e-16,1.0,27.790105377789587,37.4765886579241,27.0
Patani,Patani 5,2026-01,2026,1,2.7790105377789587e-05,27.790105377789587,2,37.4765886579241,7,27.0,32.49,23.19,27.17,31,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,118.93026297433036,210.89568219866072,345.1414271763393,26.76,26.89,25.71,,,,annual,24313,48.92624565400183,21.12523725372739,15.627294487785548,118.93026297433036,210.89568219866072,345.1414271763393,26.76,26.89,25.71,,,,0.49999999999999994,0.8660254037844387,22.106900360086,111.50209263392856,27.18
Patani,Patani 5,2026-02,2026,2,2.2106900360086e-05,22.106900360086,2,111.50209263392856,7,27.18,34.28,23.27,27.38,28,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,37.4765886579241,118.93026297433036,210.89568219866072,27.0,26.76,26.89,,,,annual,24314,27.790105377789587,48.92624565400183,21.12523725372739,37.4765886579241,118.93026297433036,210.89568219866072,27.0,26.76,26.89,,,,0.8660254037844386,0.5000000000000001,24.4456732616527,129.24297223772322,27.42
Patani,Patani 5,2026-03,2026,3,2.44456732616527e-05,24.4456732616527,2,129.24297223772322,7,27.42,33.13,23.2,27.73,31,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,111.50209263392856,37.4765886579241,118.93026297433036,27.18,27.0,26.76,,,,annual,24315,22.106900360086,27.790105377789587,48.92624565400183,111.50209263392856,37.4765886579241,118.93026297433036,27.18,27.0,26.76,,,,1.0,6.123233995736766e-17,27.71754225250333,204.3127964564732,26.99
Patani,Patani 5,2026-04,2026,4,2.771754225250333e-05,27.71754225250333,2,204.3127964564732,7,26.99,32.26,23.52,27.11,30,0,0.0,0.0,0.0,,1,1,0,0,0,0,14362,2240,0.07,0.45,129.24297223772322,111.50209263392856,37.4765886579241,27.42,27.18,27.0,,,,annual,24316,24.4456732616527,22.106900360086,27.790105377789587,129.24297223772322,111.50209263392856,37.4765886579241,27.42,27.18,27.0,,,,0.8660254037844387,-0.4999999999999998,,,
Patani,Toruangiama,2025-05,2025,5,1.521714511909522e-05,15.21714511909522,1,215.9212239583333,3,26.87,32.16,23.85,27.1,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,,,,,,,,,,annual,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,13.010900147492066,339.03354899088544,26.3
Patani,Toruangiama,2025-06,2025,6,1.3010900147492066e-05,13.010900147492066,1,339.03354899088544,3,26.3,31.35,23.27,26.57,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,215.9212239583333,,,26.87,,,,,,annual,24306,15.21714511909522,,,215.9212239583333,,,26.87,,,,,,1.2246467991473532e-16,-1.0,11.950020962103736,289.3108317057292,25.12
Patani,Toruangiama,2025-07,2025,7,1.1950020962103736e-05,11.950020962103736,1,289.3108317057292,3,25.12,29.94,22.03,25.39,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,339.03354899088544,215.9212239583333,,26.3,26.87,,,,,annual,24307,13.010900147492066,15.21714511909522,,339.03354899088544,215.9212239583333,,26.3,26.87,,,,,-0.4999999999999997,-0.8660254037844388,15.440011338796468,229.89373779296875,24.84
Patani,Toruangiama,2025-08,2025,8,1.5440011338796467e-05,15.440011338796468,1,229.89373779296875,3,24.84,29.99,21.62,25.24,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,289.3108317057292,339.03354899088544,215.9212239583333,25.12,26.3,26.87,,,,annual,24308,11.950020962103736,13.010900147492066,15.21714511909522,289.3108317057292,339.03354899088544,215.9212239583333,25.12,26.3,26.87,,,,-0.8660254037844384,-0.5000000000000004,17.597481928532943,373.5558675130208,25.29
Patani,Toruangiama,2025-09,2025,9,1.7597481928532943e-05,17.597481928532943,1,373.5558675130208,3,25.29,30.73,22.44,25.61,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,229.89373779296875,289.3108317057292,339.03354899088544,24.84,25.12,26.3,,,,annual,24309,15.440011338796468,11.950020962103736,13.010900147492066,229.89373779296875,289.3108317057292,339.03354899088544,24.84,25.12,26.3,,,,-1.0,-1.8369701987210297e-16,15.220105524349492,377.5958658854167,25.71
Patani,Toruangiama,2025-10,2025,10,1.5220105524349492e-05,15.220105524349492,1,377.5958658854167,3,25.71,31.39,22.44,25.97,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,373.5558675130208,229.89373779296875,289.3108317057292,25.29,24.84,25.12,,,,annual,24310,17.597481928532943,15.440011338796468,11.950020962103736,373.5558675130208,229.89373779296875,289.3108317057292,25.29,24.84,25.12,,,,-0.8660254037844386,0.5000000000000001,14.794921298744155,224.2010091145833,26.89
Patani,Toruangiama,2025-11,2025,11,1.4794921298744155e-05,14.794921298744155,1,224.2010091145833,3,26.89,32.09,23.44,27.27,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,377.5958658854167,373.5558675130208,229.89373779296875,25.71,25.29,24.84,,,,annual,24311,15.220105524349492,17.597481928532943,15.440011338796468,377.5958658854167,373.5558675130208,229.89373779296875,25.71,25.29,24.84,,,,-0.5000000000000004,0.8660254037844384,49.42393570672721,142.01350911458334,26.76
Patani,Toruangiama,2025-12,2025,12,4.942393570672721e-05,49.42393570672721,1,142.01350911458334,3,26.76,32.36,23.55,27.05,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,224.2010091145833,377.5958658854167,373.5558675130208,26.89,25.71,25.29,,,,annual,24312,14.794921298744155,15.220105524349492,17.597481928532943,224.2010091145833,377.5958658854167,373.5558675130208,26.89,25.71,25.29,,,,-2.4492935982947064e-16,1.0,29.85281389555894,43.47567240397135,27.0
Patani,Toruangiama,2026-01,2026,1,2.985281389555894e-05,29.85281389555894,1,43.47567240397135,3,27.0,32.49,23.19,27.17,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,142.01350911458334,224.2010091145833,377.5958658854167,26.76,26.89,25.71,,,,annual,24313,49.42393570672721,14.794921298744155,15.220105524349492,142.01350911458334,224.2010091145833,377.5958658854167,26.76,26.89,25.71,,,,0.49999999999999994,0.8660254037844387,25.95695696072653,124.28727213541669,27.18
Patani,Toruangiama,2026-02,2026,2,2.595695696072653e-05,25.95695696072653,1,124.28727213541669,3,27.18,34.28,23.27,27.38,28,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,43.47567240397135,142.01350911458334,224.2010091145833,27.0,26.76,26.89,,,,annual,24314,29.85281389555894,49.42393570672721,14.794921298744155,43.47567240397135,142.01350911458334,224.2010091145833,27.0,26.76,26.89,,,,0.8660254037844386,0.5000000000000001,28.333026421023533,134.2466023763021,27.42
Patani,Toruangiama,2026-03,2026,3,2.8333026421023533e-05,28.333026421023533,1,134.2466023763021,3,27.42,33.13,23.2,27.73,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,124.28727213541669,43.47567240397135,142.01350911458334,27.18,27.0,26.76,,,,annual,24315,25.95695696072653,29.85281389555894,49.42393570672721,124.28727213541669,43.47567240397135,142.01350911458334,27.18,27.0,26.76,,,,1.0,6.123233995736766e-17,27.261105060460977,201.7483317057292,26.99
Patani,Toruangiama,2026-04,2026,4,2.7261105060460977e-05,27.261105060460977,1,201.7483317057292,3,26.99,32.26,23.52,27.11,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,3954,617,0.25,1.62,134.2466023763021,124.28727213541669,43.47567240397135,27.42,27.18,27.0,,,,annual,24316,28.333026421023533,25.95695696072653,29.85281389555894,134.2466023763021,124.28727213541669,43.47567240397135,27.42,27.18,27.0,,,,0.8660254037844387,-0.4999999999999998,,,
Patani,Uduophori,2025-05,2025,5,1.5330795577028766e-05,15.330795577028766,2,218.15947265625,5,26.87,32.16,23.85,27.1,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,,,,,,,,,,annual,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,12.77221781492699,327.4927001953125,26.3
Patani,Uduophori,2025-06,2025,6,1.277221781492699e-05,12.77221781492699,2,327.4927001953125,5,26.3,31.35,23.27,26.57,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,218.15947265625,,,26.87,,,,,,annual,24306,15.330795577028766,,,218.15947265625,,,26.87,,,,,,1.2246467991473532e-16,-1.0,11.299302968836855,273.336572265625,25.12
Patani,Uduophori,2025-07,2025,7,1.1299302968836857e-05,11.299302968836855,2,273.336572265625,5,25.12,29.94,22.03,25.39,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,327.4927001953125,218.15947265625,,26.3,26.87,,,,,annual,24307,12.77221781492699,15.330795577028766,,327.4927001953125,218.15947265625,,26.3,26.87,,,,,-0.4999999999999997,-0.8660254037844388,13.695409506908618,220.382666015625,24.84
Patani,Uduophori,2025-08,2025,8,1.3695409506908618e-05,13.695409506908618,2,220.382666015625,5,24.84,29.99,21.62,25.24,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,273.336572265625,327.4927001953125,218.15947265625,25.12,26.3,26.87,,,,annual,24308,11.299302968836855,12.77221781492699,15.330795577028766,273.336572265625,327.4927001953125,218.15947265625,25.12,26.3,26.87,,,,-0.8660254037844384,-0.5000000000000004,17.7330948645249,371.28466796875,25.29
Patani,Uduophori,2025-09,2025,9,1.77330948645249e-05,17.7330948645249,2,371.28466796875,5,25.29,30.73,22.44,25.61,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,220.382666015625,273.336572265625,327.4927001953125,24.84,25.12,26.3,,,,annual,24309,13.695409506908618,11.299302968836855,12.77221781492699,220.382666015625,273.336572265625,327.4927001953125,24.84,25.12,26.3,,,,-1.0,-1.8369701987210297e-16,13.029008187004363,376.07021484375,25.71
Patani,Uduophori,2025-10,2025,10,1.3029008187004363e-05,13.029008187004363,2,376.07021484375,5,25.71,31.39,22.44,25.97,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,371.28466796875,220.382666015625,273.336572265625,25.29,24.84,25.12,,,,annual,24310,17.7330948645249,13.695409506908618,11.299302968836855,371.28466796875,220.382666015625,273.336572265625,25.29,24.84,25.12,,,,-0.8660254037844386,0.5000000000000001,16.92079968051985,221.823828125,26.89
Patani,Uduophori,2025-11,2025,11,1.692079968051985e-05,16.92079968051985,2,221.823828125,5,26.89,32.09,23.44,27.27,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,376.07021484375,371.28466796875,220.382666015625,25.71,25.29,24.84,,,,annual,24311,13.029008187004363,17.7330948645249,13.695409506908618,376.07021484375,371.28466796875,220.382666015625,25.71,25.29,24.84,,,,-0.5000000000000004,0.8660254037844384,61.00885366322473,137.9588134765625,26.76
Patani,Uduophori,2025-12,2025,12,6.100885366322473e-05,61.00885366322473,2,137.9588134765625,5,26.76,32.36,23.55,27.05,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,221.823828125,376.07021484375,371.28466796875,26.89,25.71,25.29,,,,annual,24312,16.92079968051985,13.029008187004363,17.7330948645249,221.823828125,376.07021484375,371.28466796875,26.89,25.71,25.29,,,,-2.4492935982947064e-16,1.0,25.859018933260813,42.93334655761719,27.0
Patani,Uduophori,2026-01,2026,1,2.5859018933260813e-05,25.859018933260813,2,42.93334655761719,5,27.0,32.49,23.19,27.17,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,137.9588134765625,221.823828125,376.07021484375,26.76,26.89,25.71,,,,annual,24313,61.00885366322473,16.92079968051985,13.029008187004363,137.9588134765625,221.823828125,376.07021484375,26.76,26.89,25.71,,,,0.49999999999999994,0.8660254037844387,25.30958954594098,129.4412841796875,27.18
Patani,Uduophori,2026-02,2026,2,2.530958954594098e-05,25.30958954594098,2,129.4412841796875,5,27.18,34.28,23.27,27.38,28,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,42.93334655761719,137.9588134765625,221.823828125,27.0,26.76,26.89,,,,annual,24314,25.859018933260813,61.00885366322473,16.92079968051985,42.93334655761719,137.9588134765625,221.823828125,27.0,26.76,26.89,,,,0.8660254037844386,0.5000000000000001,21.14532071573194,139.014208984375,27.42
Patani,Uduophori,2026-03,2026,3,2.114532071573194e-05,21.14532071573194,2,139.014208984375,5,27.42,33.13,23.2,27.73,31,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,129.4412841796875,42.93334655761719,137.9588134765625,27.18,27.0,26.76,,,,annual,24315,25.30958954594098,25.859018933260813,61.00885366322473,129.4412841796875,42.93334655761719,137.9588134765625,27.18,27.0,26.76,,,,1.0,6.123233995736766e-17,21.03194674418773,204.271484375,26.99
Patani,Uduophori,2026-04,2026,4,2.103194674418773e-05,21.03194674418773,2,204.271484375,5,26.99,32.26,23.52,27.11,30,0,0.0,0.0,0.0,,1,1,0,0,1,0,11089,1730,0.09,0.58,139.014208984375,129.4412841796875,42.93334655761719,27.42,27.18,27.0,,,,annual,24316,21.14532071573194,25.30958954594098,25.859018933260813,139.014208984375,129.4412841796875,42.93334655761719,27.42,27.18,27.0,,,,0.8660254037844387,-0.4999999999999998,,,
Warri South,Avenue,2025-05,2025,5,,,0,189.5541534423828,2,26.71,31.96,24.0,26.78,31,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,,,,,,,0.6022781120551811,0.7106849224458185,0.7106849224458185,monthly,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,,280.0701904296875,26.05
Warri South,Avenue,2025-06,2025,6,,,0,280.0701904296875,2,26.05,30.65,23.16,26.12,30,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,189.5541534423828,,,26.71,,,0.6022781120551811,0.7085897109087775,0.7085897109087775,monthly,24306,,,,189.5541534423828,,,26.71,,,0.7106849224458185,,,1.2246467991473532e-16,-1.0,,348.10662841796875,24.93
Warri South,Avenue,2025-07,2025,7,,,0,348.10662841796875,2,24.93,29.47,22.12,25.02,31,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,280.0701904296875,189.5541534423828,,26.05,26.71,,0.6022781120551811,,0.6022781120551811,annual,24307,,,,280.0701904296875,189.5541534423828,,26.05,26.71,,0.7085897109087775,0.7106849224458185,,-0.4999999999999997,-0.8660254037844388,,172.716552734375,24.67
Warri South,Avenue,2025-08,2025,8,,,0,172.716552734375,2,24.67,29.85,21.72,24.79,31,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,348.10662841796875,280.0701904296875,189.5541534423828,24.93,26.05,26.71,0.6022781120551811,,0.6022781120551811,annual,24308,,,,348.10662841796875,280.0701904296875,189.5541534423828,24.93,26.05,26.71,0.6022781120551811,0.7085897109087775,0.7106849224458185,-0.8660254037844384,-0.5000000000000004,,385.24029541015625,25.19
Warri South,Avenue,2025-09,2025,9,,,0,385.24029541015625,2,25.19,30.78,22.28,25.29,30,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,172.716552734375,348.10662841796875,280.0701904296875,24.67,24.93,26.05,0.6022781120551811,,0.6022781120551811,annual,24309,,,,172.716552734375,348.10662841796875,280.0701904296875,24.67,24.93,26.05,0.6022781120551811,0.6022781120551811,0.7085897109087775,-1.0,-1.8369701987210297e-16,,381.1121215820313,25.66
Warri South,Avenue,2025-10,2025,10,,,0,381.1121215820313,2,25.66,31.23,22.4,25.72,31,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,385.24029541015625,172.716552734375,348.10662841796875,25.19,24.67,24.93,0.6022781120551811,,0.6022781120551811,annual,24310,,,,385.24029541015625,172.716552734375,348.10662841796875,25.19,24.67,24.93,0.6022781120551811,0.6022781120551811,0.6022781120551811,-0.8660254037844386,0.5000000000000001,,209.19512939453125,26.76
Warri South,Avenue,2025-11,2025,11,,,0,209.19512939453125,2,26.76,32.28,23.2,26.85,30,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,381.1121215820313,385.24029541015625,172.716552734375,25.66,25.19,24.67,0.6022781120551811,,0.6022781120551811,annual,24311,,,,381.1121215820313,385.24029541015625,172.716552734375,25.66,25.19,24.67,0.6022781120551811,0.6022781120551811,0.6022781120551811,-0.5000000000000004,0.8660254037844384,,106.63138580322266,26.67
Warri South,Avenue,2025-12,2025,12,,,0,106.63138580322266,2,26.67,32.28,23.6,26.75,31,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,209.19512939453125,381.1121215820313,385.24029541015625,26.76,25.66,25.19,0.6022781120551811,,0.6022781120551811,annual,24312,,,,209.19512939453125,381.1121215820313,385.24029541015625,26.76,25.66,25.19,0.6022781120551811,0.6022781120551811,0.6022781120551811,-2.4492935982947064e-16,1.0,,22.558666229248047,26.93
Warri South,Avenue,2026-01,2026,1,,,0,22.558666229248047,2,26.93,32.79,22.84,26.96,31,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,106.63138580322266,209.19512939453125,381.1121215820313,26.67,26.76,25.66,0.6022781120551811,,0.6022781120551811,annual,24313,,,,106.63138580322266,209.19512939453125,381.1121215820313,26.67,26.76,25.66,0.6022781120551811,0.6022781120551811,0.6022781120551811,0.49999999999999994,0.8660254037844387,,120.6004638671875,27.03
Warri South,Avenue,2026-02,2026,2,,,0,120.6004638671875,2,27.03,34.25,23.16,27.04,28,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,22.558666229248047,106.63138580322266,209.19512939453125,26.93,26.67,26.76,0.6022781120551811,,0.6022781120551811,annual,24314,,,,22.558666229248047,106.63138580322266,209.19512939453125,26.93,26.67,26.76,0.6022781120551811,0.6022781120551811,0.6022781120551811,0.8660254037844386,0.5000000000000001,,128.4189453125,27.49
Warri South,Avenue,2026-03,2026,3,,,0,128.4189453125,2,27.49,33.49,23.29,27.57,31,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,120.6004638671875,22.558666229248047,106.63138580322266,27.03,26.93,26.67,0.6022781120551811,,0.6022781120551811,annual,24315,,,,120.6004638671875,22.558666229248047,106.63138580322266,27.03,26.93,26.67,0.6022781120551811,0.6022781120551811,0.6022781120551811,1.0,6.123233995736766e-17,,188.591049194336,27.4
Warri South,Avenue,2026-04,2026,4,,,0,188.591049194336,2,27.4,32.26,23.5,27.69,30,0,0.0,0.0,0.0,,7,7,0,0,1,4,23961,3738,0.29,1.87,128.4189453125,120.6004638671875,22.558666229248047,27.49,27.03,26.93,0.6022781120551811,0.8119782355138127,0.8119782355138127,monthly,24316,,,,128.4189453125,120.6004638671875,22.558666229248047,27.49,27.03,26.93,0.6022781120551811,0.6022781120551811,0.6022781120551811,0.8660254037844387,-0.4999999999999998,,,
Warri South,Bowen,2025-05,2025,5,,,0,192.8863220214844,2,26.71,31.96,24.0,26.78,31,0,0.0,0.0,0.0,,5,4,0,1,0,2,0,0,0.0,0.0,,,,,,,0.6430069708055065,0.715658768363621,0.715658768363621,monthly,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,,288.9009094238281,26.05
Warri South,Bowen,2025-06,2025,6,,,0,288.9009094238281,2,26.05,30.65,23.16,26.12,30,0,0.0,0.0,0.0,,5,4,0,1,0,2,0,0,0.0,0.0,192.8863220214844,,,26.71,,,0.6430069708055065,,0.6430069708055065,annual,24306,,,,192.8863220214844,,,26.71,,,0.715658768363621,,,1.2246467991473532e-16,-1.0,,336.4606018066406,24.93
Warri South,Bowen,2025-07,2025,7,,,0,336.4606018066406,2,24.93,29.47,22.12,25.02,31,0,0.0,0.0,0.0,,5,4,0,1,0,2,0,0,0.0,0.0,288.9009094238281,192.8863220214844,,26.05,26.71,,0.6430069708055065,,0.6430069708055065,annual,24307,,,,288.9009094238281,192.8863220214844,,26.05,26.71,,0.6430069708055065,0.715658768363621,,-0.4999999999999997,-0.8660254037844388,,183.21694946289065,24.67
Warri South,Bowen,2025-08,2025,8,,,0,183.21694946289065,2,24.67,29.85,21.72,24.79,31,0,0.0,0.0,0.0,,5,4,0,1,0,2,0,0,0.0,0.0,336.4606018066406,288.9009094238281,192.8863220214844,24.93,26.05,26.71,0.6430069708055065,,0.6430069708055065,annual,24308,,,,336.4606018066406,288.9009094238281,192.8863220214844,24.93,26.05,26.71,0.6430069708055065,0.6430069708055065,0.715658768363621,-0.8660254037844384,-0.5000000000000004,,382.9371643066406,25.19
Warri South,Bowen,2025-09,2025,9,,,0,382.9371643066406,2,25.19,30.78,22.28,25.29,30,0,0.0,0.0,0.0,,5,4,0,1,0,2,0,0,0.0,0.0,183.21694946289065,336.4606018066406,288.9009094238281,24.67,24.93,26.05,0.6430069708055065,,0.6430069708055065,annual,24309,,,,183.21694946289065,336.4606018066406,288.9009094238281,24.67,24.93,26.05,0.6430069708055065,0.6430069708055065,0.6430069708055065,-1.0,-1.8369701987210297e-16,,383.17138671875,25.66
Warri South,Bowen,2025-10,2025,10,,,0,383.17138671875,2,25.66,31.23,22.4,25.72,31,0,0.0,0.0,0.0,,5,4,0,1,0,2,0,0,0.0,0.0,382.9371643066406,183.21694946289065,336.4606018066406,25.19,24.67,24.93,0.6430069708055065,,0.6430069708055065,annual,24310,,,,382.9371643066406,183.21694946289065,336.4606018066406,25.19,24.67,24.93,0.6430069708055065,0.6430069708055065,0.6430069708055065,-0.8660254037844386,0.5000000000000001,,209.4985809326172,26.76
Warri South,Bowen,2025-11,2025,11,,,0,209.4985809326172,2,26.76,32.28,23.2,26.85,30,0,0.0,0.0,0.0,,5,4,0,1,0,2,0,0,0.0,0.0,383.17138671875,382.9371643066406,183.21694946289065,25.66,25.19,24.67,0.6430069708055065,,0.6430069708055065,annual,24311,,,,383.17138671875,382.9371643066406,183.21694946289065,25.66,25.19,24.67,0.6430069708055065,0.6430069708055065,0.6430069708055065,-0.5000000000000004,0.8660254037844384,,113.78817749023438,26.67
