lganame,wardname,ym,year,month,no2_mol_m2,no2_umol_m2,no2_valid_pixels,rainfall_mm,rainfall_valid_pixels,t2m_mean,t2m_max,t2m_min,ts_mean,temp_n_days,flare_n_sites,flare_total_bcm_13yr,flare_max_site_bcm,flare_last_year_bcm,flare_operators,fac_total,fac_phc,fac_secondary,fac_tertiary,fac_public,fac_private,pop_total,pop_under5,fac_per_1k_pop,phc_per_1k_u5,rainfall_mm_lag1m,rainfall_mm_lag2m,rainfall_mm_lag3m,t2m_mean_lag1m,t2m_mean_lag2m,t2m_mean_lag3m,ndvi_annual,ndvi_monthly,ndvi,ndvi_source,t,no2_umol_m2_lag1,no2_umol_m2_lag2,no2_umol_m2_lag3,rainfall_mm_lag1,rainfall_mm_lag2,rainfall_mm_lag3,t2m_mean_lag1,t2m_mean_lag2,t2m_mean_lag3,ndvi_lag1,ndvi_lag2,ndvi_lag3,month_sin,month_cos,no2_umol_m2_t1,rainfall_mm_t1,t2m_mean_t1
Burutu,Eseinbiri,2026-03,2026,3,2.54403603321407e-05,25.4403603321407,8,144.84836647727272,11,27.68,32.21,24.53,27.97,31,0,0.0,0.0,0.0,,4,4,0,0,2,1,16667,2600,0.24,1.54,145.4924982244318,35.83225319602273,147.7686767578125,27.34,27.17,26.73,,,,annual,24315,20.450979718589224,29.75952156702988,29.42140963568817,145.4924982244318,35.83225319602273,147.7686767578125,27.34,27.17,26.73,,,,1.0,6.123233995736766e-17,17.452015526941977,206.64561878551137,27.61
Burutu,Eseinbiri,2026-04,2026,4,1.7452015526941977e-05,17.452015526941977,8,206.64561878551137,11,27.61,31.96,24.28,27.81,30,0,0.0,0.0,0.0,,4,4,0,0,2,1,16667,2600,0.24,1.54,144.84836647727272,145.4924982244318,35.83225319602273,27.68,27.34,27.17,,,,annual,24316,25.4403603321407,20.450979718589224,29.75952156702988,144.84836647727272,145.4924982244318,35.83225319602273,27.68,27.34,27.17,,,,0.8660254037844387,-0.4999999999999998,,,
Burutu,Kiagbodo,2025-05,2025,5,1.5152108971960844e-05,15.152108971960844,1,217.3182576497396,3,26.71,31.96,24.0,26.78,31,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,,,,,,,,,,annual,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,11.351820830896033,293.85089111328125,26.05
Burutu,Kiagbodo,2025-06,2025,6,1.1351820830896033e-05,11.351820830896033,1,293.85089111328125,3,26.05,30.65,23.16,26.12,30,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,217.3182576497396,,,26.71,,,,,,annual,24306,15.152108971960844,,,217.3182576497396,,,26.71,,,,,,1.2246467991473532e-16,-1.0,14.037680557521526,268.93483479817706,24.93
Burutu,Kiagbodo,2025-07,2025,7,1.4037680557521526e-05,14.037680557521526,1,268.93483479817706,3,24.93,29.47,22.12,25.02,31,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,293.85089111328125,217.3182576497396,,26.05,26.71,,,,,annual,24307,11.351820830896033,15.152108971960844,,293.85089111328125,217.3182576497396,,26.05,26.71,,,,,-0.4999999999999997,-0.8660254037844388,15.6807745952392,158.3679402669271,24.67
Burutu,Kiagbodo,2025-08,2025,8,1.56807745952392e-05,15.6807745952392,1,158.3679402669271,3,24.67,29.85,21.72,24.79,31,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,268.93483479817706,293.85089111328125,217.3182576497396,24.93,26.05,26.71,,,,annual,24308,14.037680557521526,11.351820830896033,15.152108971960844,268.93483479817706,293.85089111328125,217.3182576497396,24.93,26.05,26.71,,,,-0.8660254037844384,-0.5000000000000004,19.33876228576992,361.8148600260417,25.19
Burutu,Kiagbodo,2025-09,2025,9,1.933876228576992e-05,19.33876228576992,1,361.8148600260417,3,25.19,30.78,22.28,25.29,30,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,158.3679402669271,268.93483479817706,293.85089111328125,24.67,24.93,26.05,,,,annual,24309,15.6807745952392,14.037680557521526,11.351820830896033,158.3679402669271,268.93483479817706,293.85089111328125,24.67,24.93,26.05,,,,-1.0,-1.8369701987210297e-16,15.776255168020723,373.7830403645833,25.66
Burutu,Kiagbodo,2025-10,2025,10,1.5776255168020725e-05,15.776255168020723,1,373.7830403645833,3,25.66,31.23,22.4,25.72,31,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,361.8148600260417,158.3679402669271,268.93483479817706,25.19,24.67,24.93,,,,annual,24310,19.33876228576992,15.6807745952392,14.037680557521526,361.8148600260417,158.3679402669271,268.93483479817706,25.19,24.67,24.93,,,,-0.8660254037844386,0.5000000000000001,17.936677977559157,229.27947998046875,26.76
Burutu,Kiagbodo,2025-11,2025,11,1.7936677977559157e-05,17.936677977559157,1,229.27947998046875,3,26.76,32.28,23.2,26.85,30,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,373.7830403645833,361.8148600260417,158.3679402669271,25.66,25.19,24.67,,,,annual,24311,15.776255168020723,19.33876228576992,15.6807745952392,373.7830403645833,361.8148600260417,158.3679402669271,25.66,25.19,24.67,,,,-0.5000000000000004,0.8660254037844384,30.13394052686636,126.42899576822916,26.67
Burutu,Kiagbodo,2025-12,2025,12,3.013394052686636e-05,30.13394052686636,1,126.42899576822916,3,26.67,32.28,23.6,26.75,31,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,229.27947998046875,373.7830403645833,361.8148600260417,26.76,25.66,25.19,,,,annual,24312,17.936677977559157,15.776255168020723,19.33876228576992,229.27947998046875,373.7830403645833,361.8148600260417,26.76,25.66,25.19,,,,-2.4492935982947064e-16,1.0,31.057814339874312,34.54464213053385,26.93
Burutu,Kiagbodo,2026-01,2026,1,3.105781433987431e-05,31.057814339874312,1,34.54464213053385,3,26.93,32.79,22.84,26.96,31,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,126.42899576822916,229.27947998046875,373.7830403645833,26.67,26.76,25.66,,,,annual,24313,30.13394052686636,17.936677977559157,15.776255168020723,126.42899576822916,229.27947998046875,373.7830403645833,26.67,26.76,25.66,,,,0.49999999999999994,0.8660254037844387,28.00775291689206,130.2630818684896,27.03
Burutu,Kiagbodo,2026-02,2026,2,2.800775291689206e-05,28.00775291689206,1,130.2630818684896,3,27.03,34.25,23.16,27.04,28,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,34.54464213053385,126.42899576822916,229.27947998046875,26.93,26.67,26.76,,,,annual,24314,31.057814339874312,30.13394052686636,17.936677977559157,34.54464213053385,126.42899576822916,229.27947998046875,26.93,26.67,26.76,,,,0.8660254037844386,0.5000000000000001,24.220924387918785,133.3796183268229,27.49
Burutu,Kiagbodo,2026-03,2026,3,2.4220924387918785e-05,24.220924387918785,1,133.3796183268229,3,27.49,33.49,23.29,27.57,31,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,130.2630818684896,34.54464213053385,126.42899576822916,27.03,26.93,26.67,,,,annual,24315,28.00775291689206,31.057814339874312,30.13394052686636,130.2630818684896,34.54464213053385,126.42899576822916,27.03,26.93,26.67,,,,1.0,6.123233995736766e-17,22.31198050139937,208.7857666015625,27.4
Burutu,Kiagbodo,2026-04,2026,4,2.231198050139937e-05,22.31198050139937,1,208.7857666015625,3,27.4,32.26,23.5,27.69,30,0,0.0,0.0,0.0,,3,2,1,0,0,0,15754,2458,0.19,0.81,133.3796183268229,130.2630818684896,34.54464213053385,27.49,27.03,26.93,,,,annual,24316,24.220924387918785,28.00775291689206,31.057814339874312,133.3796183268229,130.2630818684896,34.54464213053385,27.49,27.03,26.93,,,,0.8660254037844387,-0.4999999999999998,,,
Burutu,Ngbilebiri,2025-05,2025,5,1.4361988481444618e-05,14.361988481444618,3,216.5750935872396,6,26.71,31.96,24.0,26.78,31,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,,,,,,,,0.665813711335619,0.665813711335619,monthly,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,11.85047707015959,349.2353108723958,26.05
Burutu,Ngbilebiri,2025-06,2025,6,1.185047707015959e-05,11.85047707015959,3,349.2353108723958,6,26.05,30.65,23.16,26.12,30,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,216.5750935872396,,,26.71,,,,0.745958131525014,0.745958131525014,monthly,24306,14.361988481444618,,,216.5750935872396,,,26.71,,,0.665813711335619,,,1.2246467991473532e-16,-1.0,10.957413905998692,321.3612467447917,24.93
Burutu,Ngbilebiri,2025-07,2025,7,1.0957413905998692e-05,10.957413905998692,3,321.3612467447917,6,24.93,29.47,22.12,25.02,31,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,349.2353108723958,216.5750935872396,,26.05,26.71,,,,,annual,24307,11.85047707015959,14.361988481444618,,349.2353108723958,216.5750935872396,,26.05,26.71,,0.745958131525014,0.665813711335619,,-0.4999999999999997,-0.8660254037844388,14.410815007674197,183.8318684895833,24.67
Burutu,Ngbilebiri,2025-08,2025,8,1.4410815007674197e-05,14.410815007674197,3,183.8318684895833,6,24.67,29.85,21.72,24.79,31,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,321.3612467447917,349.2353108723958,216.5750935872396,24.93,26.05,26.71,,,,annual,24308,10.957413905998692,11.85047707015959,14.361988481444618,321.3612467447917,349.2353108723958,216.5750935872396,24.93,26.05,26.71,,0.745958131525014,0.665813711335619,-0.8660254037844384,-0.5000000000000004,16.59761134457464,421.7237141927083,25.19
Burutu,Ngbilebiri,2025-09,2025,9,1.659761134457464e-05,16.59761134457464,3,421.7237141927083,6,25.19,30.78,22.28,25.29,30,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,183.8318684895833,321.3612467447917,349.2353108723958,24.67,24.93,26.05,,,,annual,24309,14.410815007674197,10.957413905998692,11.85047707015959,183.8318684895833,321.3612467447917,349.2353108723958,24.67,24.93,26.05,,,0.745958131525014,-1.0,-1.8369701987210297e-16,12.081212238020576,409.1886800130208,25.66
Burutu,Ngbilebiri,2025-10,2025,10,1.2081212238020576e-05,12.081212238020576,3,409.1886800130208,6,25.66,31.23,22.4,25.72,31,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,421.7237141927083,183.8318684895833,321.3612467447917,25.19,24.67,24.93,,,,annual,24310,16.59761134457464,14.410815007674197,10.957413905998692,421.7237141927083,183.8318684895833,321.3612467447917,25.19,24.67,24.93,,,,-0.8660254037844386,0.5000000000000001,13.56929715257138,259.96002197265625,26.76
Burutu,Ngbilebiri,2025-11,2025,11,1.356929715257138e-05,13.56929715257138,3,259.96002197265625,6,26.76,32.28,23.2,26.85,30,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,409.1886800130208,421.7237141927083,183.8318684895833,25.66,25.19,24.67,,,,annual,24311,12.081212238020576,16.59761134457464,14.410815007674197,409.1886800130208,421.7237141927083,183.8318684895833,25.66,25.19,24.67,,,,-0.5000000000000004,0.8660254037844384,29.515576898120344,148.0207722981771,26.67
Burutu,Ngbilebiri,2025-12,2025,12,2.9515576898120344e-05,29.515576898120344,3,148.0207722981771,6,26.67,32.28,23.6,26.75,31,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,259.96002197265625,409.1886800130208,421.7237141927083,26.76,25.66,25.19,,,,annual,24312,13.56929715257138,12.081212238020576,16.59761134457464,259.96002197265625,409.1886800130208,421.7237141927083,26.76,25.66,25.19,,,,-2.4492935982947064e-16,1.0,26.89614484552294,33.723584493001304,26.93
Burutu,Ngbilebiri,2026-01,2026,1,2.689614484552294e-05,26.89614484552294,3,33.723584493001304,6,26.93,32.79,22.84,26.96,31,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,148.0207722981771,259.96002197265625,409.1886800130208,26.67,26.76,25.66,,,,annual,24313,29.515576898120344,13.56929715257138,12.081212238020576,148.0207722981771,259.96002197265625,409.1886800130208,26.67,26.76,25.66,,,,0.49999999999999994,0.8660254037844387,27.2465452629452,148.86959838867188,27.03
Burutu,Ngbilebiri,2026-02,2026,2,2.72465452629452e-05,27.2465452629452,3,148.86959838867188,6,27.03,34.25,23.16,27.04,28,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,33.723584493001304,148.0207722981771,259.96002197265625,26.93,26.67,26.76,,,,annual,24314,26.89614484552294,29.515576898120344,13.56929715257138,33.723584493001304,148.0207722981771,259.96002197265625,26.93,26.67,26.76,,,,0.8660254037844386,0.5000000000000001,23.658583813812584,142.07610066731772,27.49
Burutu,Ngbilebiri,2026-03,2026,3,2.3658583813812584e-05,23.658583813812584,3,142.07610066731772,6,27.49,33.49,23.29,27.57,31,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,148.86959838867188,33.723584493001304,148.0207722981771,27.03,26.93,26.67,,,,annual,24315,27.2465452629452,26.89614484552294,29.515576898120344,148.86959838867188,33.723584493001304,148.0207722981771,27.03,26.93,26.67,,,,1.0,6.123233995736766e-17,20.93467628583312,215.54278564453125,27.4
Burutu,Ngbilebiri,2026-04,2026,4,2.093467628583312e-05,20.93467628583312,3,215.54278564453125,6,27.4,32.26,23.5,27.69,30,0,0.0,0.0,0.0,,2,2,0,0,0,0,3090,482,0.65,4.15,142.07610066731772,148.86959838867188,33.723584493001304,27.49,27.03,26.93,,,,annual,24316,23.658583813812584,27.2465452629452,26.89614484552294,142.07610066731772,148.86959838867188,33.723584493001304,27.49,27.03,26.93,,,,0.8660254037844387,-0.4999999999999998,,,
Burutu,Obetebe,2025-05,2025,5,1.2741446530876252e-05,12.741446530876251,26,207.44204606681035,29,26.71,31.96,24.0,26.78,31,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,,,,,,,,0.6608320352288642,0.6608320352288642,monthly,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,11.729405601867116,356.96753771551727,26.05
Burutu,Obetebe,2025-06,2025,6,1.1729405601867116e-05,11.729405601867116,26,356.96753771551727,29,26.05,30.65,23.16,26.12,30,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,207.44204606681035,,,26.71,,,,0.5542711830664601,0.5542711830664601,monthly,24306,12.741446530876251,,,207.44204606681035,,,26.71,,,0.6608320352288642,,,1.2246467991473532e-16,-1.0,10.523767112037884,372.69925242456895,24.93
Burutu,Obetebe,2025-07,2025,7,1.0523767112037884e-05,10.523767112037884,26,372.69925242456895,29,24.93,29.47,22.12,25.02,31,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,356.96753771551727,207.44204606681035,,26.05,26.71,,,,,annual,24307,11.729405601867116,12.741446530876251,,356.96753771551727,207.44204606681035,,26.05,26.71,,0.5542711830664601,0.6608320352288642,,-0.4999999999999997,-0.8660254037844388,12.865701976876991,153.77121497844828,24.67
Burutu,Obetebe,2025-08,2025,8,1.2865701976876992e-05,12.865701976876991,26,153.77121497844828,29,24.67,29.85,21.72,24.79,31,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,372.69925242456895,356.96753771551727,207.44204606681035,24.93,26.05,26.71,,,,annual,24308,10.523767112037884,11.729405601867116,12.741446530876251,372.69925242456895,356.96753771551727,207.44204606681035,24.93,26.05,26.71,,0.5542711830664601,0.6608320352288642,-0.8660254037844384,-0.5000000000000004,11.991260600133012,438.11547009698273,25.19
Burutu,Obetebe,2025-09,2025,9,1.1991260600133011e-05,11.991260600133012,26,438.11547009698273,29,25.19,30.78,22.28,25.29,30,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,153.77121497844828,372.69925242456895,356.96753771551727,24.67,24.93,26.05,,,,annual,24309,12.865701976876991,10.523767112037884,11.729405601867116,153.77121497844828,372.69925242456895,356.96753771551727,24.67,24.93,26.05,,,0.5542711830664601,-1.0,-1.8369701987210297e-16,12.31981710029336,391.73656384698273,25.66
Burutu,Obetebe,2025-10,2025,10,1.231981710029336e-05,12.31981710029336,26,391.73656384698273,29,25.66,31.23,22.4,25.72,31,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,438.11547009698273,153.77121497844828,372.69925242456895,25.19,24.67,24.93,,,,annual,24310,11.991260600133012,12.865701976876991,10.523767112037884,438.11547009698273,153.77121497844828,372.69925242456895,25.19,24.67,24.93,,,,-0.8660254037844386,0.5000000000000001,15.88066851791854,221.72607421875,26.76
Burutu,Obetebe,2025-11,2025,11,1.588066851791854e-05,15.88066851791854,26,221.72607421875,29,26.76,32.28,23.2,26.85,30,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,391.73656384698273,438.11547009698273,153.77121497844828,25.66,25.19,24.67,,,,annual,24311,12.31981710029336,11.991260600133012,12.865701976876991,391.73656384698273,438.11547009698273,153.77121497844828,25.66,25.19,24.67,,,,-0.5000000000000004,0.8660254037844384,27.589757407370666,120.94207974137932,26.67
Burutu,Obetebe,2025-12,2025,12,2.7589757407370667e-05,27.589757407370666,26,120.94207974137932,29,26.67,32.28,23.6,26.75,31,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,221.72607421875,391.73656384698273,438.11547009698273,26.76,25.66,25.19,,,,annual,24312,15.88066851791854,12.31981710029336,11.991260600133012,221.72607421875,391.73656384698273,438.11547009698273,26.76,25.66,25.19,,,,-2.4492935982947064e-16,1.0,29.722463715678224,42.43964675377156,26.93
Burutu,Obetebe,2026-01,2026,1,2.9722463715678223e-05,29.722463715678224,26,42.43964675377156,29,26.93,32.79,22.84,26.96,31,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,120.94207974137932,221.72607421875,391.73656384698273,26.67,26.76,25.66,,,,annual,24313,27.589757407370666,15.88066851791854,12.31981710029336,120.94207974137932,221.72607421875,391.73656384698273,26.67,26.76,25.66,,,,0.49999999999999994,0.8660254037844387,22.64590987649101,145.0492153825431,27.03
Burutu,Obetebe,2026-02,2026,2,2.2645909876491016e-05,22.64590987649101,26,145.0492153825431,29,27.03,34.25,23.16,27.04,28,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,42.43964675377156,120.94207974137932,221.72607421875,26.93,26.67,26.76,,,,annual,24314,29.722463715678224,27.589757407370666,15.88066851791854,42.43964675377156,120.94207974137932,221.72607421875,26.93,26.67,26.76,,,,0.8660254037844386,0.5000000000000001,21.00841643718573,133.24750808189654,27.49
Burutu,Obetebe,2026-03,2026,3,2.100841643718573e-05,21.00841643718573,26,133.24750808189654,29,27.49,33.49,23.29,27.57,31,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,145.0492153825431,42.43964675377156,120.94207974137932,27.03,26.93,26.67,,,,annual,24315,22.64590987649101,29.722463715678224,27.589757407370666,145.0492153825431,42.43964675377156,120.94207974137932,27.03,26.93,26.67,,,,1.0,6.123233995736766e-17,18.635545319949205,213.2648336476293,27.4
Burutu,Obetebe,2026-04,2026,4,1.8635545319949204e-05,18.635545319949205,26,213.2648336476293,29,27.4,32.26,23.5,27.69,30,0,0.0,0.0,0.0,,5,4,1,0,3,1,8856,1382,0.56,2.89,133.24750808189654,145.0492153825431,42.43964675377156,27.49,27.03,26.93,,,,annual,24316,21.00841643718573,22.64590987649101,29.722463715678224,133.24750808189654,145.0492153825431,42.43964675377156,27.49,27.03,26.93,,,,0.8660254037844387,-0.4999999999999998,,,
Burutu,Ogulagha,2025-05,2025,5,1.7090401983026554e-05,17.090401983026556,27,130.71255859375,25,26.71,31.96,24.0,26.78,31,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,,,,,,,-0.2211971998024544,0.0955893766565464,0.0955893766565464,monthly,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,11.381795586742184,210.538515625,26.05
Burutu,Ogulagha,2025-06,2025,6,1.1381795586742184e-05,11.381795586742184,27,210.538515625,25,26.05,30.65,23.16,26.12,30,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,130.71255859375,,,26.71,,,-0.2211971998024544,0.5782848146012386,0.5782848146012386,monthly,24306,17.090401983026556,,,130.71255859375,,,26.71,,,0.0955893766565464,,,1.2246467991473532e-16,-1.0,9.93126930013575,194.39619140625,24.93
Burutu,Ogulagha,2025-07,2025,7,9.93126930013575e-06,9.93126930013575,27,194.39619140625,25,24.93,29.47,22.12,25.02,31,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,210.538515625,130.71255859375,,26.05,26.71,,-0.2211971998024544,,-0.2211971998024544,annual,24307,11.381795586742184,17.090401983026556,,210.538515625,130.71255859375,,26.05,26.71,,0.5782848146012386,0.0955893766565464,,-0.4999999999999997,-0.8660254037844388,12.95294215971673,66.6637890625,24.67
Burutu,Ogulagha,2025-08,2025,8,1.295294215971673e-05,12.95294215971673,27,66.6637890625,25,24.67,29.85,21.72,24.79,31,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,194.39619140625,210.538515625,130.71255859375,24.93,26.05,26.71,-0.2211971998024544,,-0.2211971998024544,annual,24308,9.93126930013575,11.381795586742184,17.090401983026556,194.39619140625,210.538515625,130.71255859375,24.93,26.05,26.71,-0.2211971998024544,0.5782848146012386,0.0955893766565464,-0.8660254037844384,-0.5000000000000004,11.36882174587636,225.21359375,25.19
Burutu,Ogulagha,2025-09,2025,9,1.136882174587636e-05,11.36882174587636,27,225.21359375,25,25.19,30.78,22.28,25.29,30,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,66.6637890625,194.39619140625,210.538515625,24.67,24.93,26.05,-0.2211971998024544,,-0.2211971998024544,annual,24309,12.95294215971673,9.93126930013575,11.381795586742184,66.6637890625,194.39619140625,210.538515625,24.67,24.93,26.05,-0.2211971998024544,-0.2211971998024544,0.5782848146012386,-1.0,-1.8369701987210297e-16,11.082473469691145,222.3599609375,25.66
Burutu,Ogulagha,2025-10,2025,10,1.1082473469691144e-05,11.082473469691145,27,222.3599609375,25,25.66,31.23,22.4,25.72,31,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,225.21359375,66.6637890625,194.39619140625,25.19,24.67,24.93,-0.2211971998024544,,-0.2211971998024544,annual,24310,11.36882174587636,12.95294215971673,9.93126930013575,225.21359375,66.6637890625,194.39619140625,25.19,24.67,24.93,-0.2211971998024544,-0.2211971998024544,-0.2211971998024544,-0.8660254037844386,0.5000000000000001,14.268313491441036,143.490390625,26.76
Burutu,Ogulagha,2025-11,2025,11,1.4268313491441034e-05,14.268313491441036,27,143.490390625,25,26.76,32.28,23.2,26.85,30,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,222.3599609375,225.21359375,66.6637890625,25.66,25.19,24.67,-0.2211971998024544,,-0.2211971998024544,annual,24311,11.082473469691145,11.36882174587636,12.95294215971673,222.3599609375,225.21359375,66.6637890625,25.66,25.19,24.67,-0.2211971998024544,-0.2211971998024544,-0.2211971998024544,-0.5000000000000004,0.8660254037844384,25.50505774302615,69.185234375,26.67
Burutu,Ogulagha,2025-12,2025,12,2.550505774302615e-05,25.50505774302615,27,69.185234375,25,26.67,32.28,23.6,26.75,31,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,143.490390625,222.3599609375,225.21359375,26.76,25.66,25.19,-0.2211971998024544,,-0.2211971998024544,annual,24312,14.268313491441036,11.082473469691145,11.36882174587636,143.490390625,222.3599609375,225.21359375,26.76,25.66,25.19,-0.2211971998024544,-0.2211971998024544,-0.2211971998024544,-2.4492935982947064e-16,1.0,25.98220103040889,21.99340576171875,26.93
Burutu,Ogulagha,2026-01,2026,1,2.5982201030408896e-05,25.98220103040889,27,21.99340576171875,25,26.93,32.79,22.84,26.96,31,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,69.185234375,143.490390625,222.3599609375,26.67,26.76,25.66,-0.2211971998024544,,-0.2211971998024544,annual,24313,25.50505774302615,14.268313491441036,11.082473469691145,69.185234375,143.490390625,222.3599609375,26.67,26.76,25.66,-0.2211971998024544,-0.2211971998024544,-0.2211971998024544,0.49999999999999994,0.8660254037844387,22.34074701037672,82.199111328125,27.03
Burutu,Ogulagha,2026-02,2026,2,2.234074701037672e-05,22.34074701037672,27,82.199111328125,25,27.03,34.25,23.16,27.04,28,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,21.99340576171875,69.185234375,143.490390625,26.93,26.67,26.76,-0.2211971998024544,,-0.2211971998024544,annual,24314,25.98220103040889,25.50505774302615,14.268313491441036,21.99340576171875,69.185234375,143.490390625,26.93,26.67,26.76,-0.2211971998024544,-0.2211971998024544,-0.2211971998024544,0.8660254037844386,0.5000000000000001,21.781630089713467,81.16546875,27.49
Burutu,Ogulagha,2026-03,2026,3,2.1781630089713468e-05,21.781630089713467,27,81.16546875,25,27.49,33.49,23.29,27.57,31,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,82.199111328125,21.99340576171875,69.185234375,27.03,26.93,26.67,-0.2211971998024544,,-0.2211971998024544,annual,24315,22.34074701037672,25.98220103040889,25.50505774302615,82.199111328125,21.99340576171875,69.185234375,27.03,26.93,26.67,-0.2211971998024544,-0.2211971998024544,-0.2211971998024544,1.0,6.123233995736766e-17,15.570995553086204,129.992216796875,27.4
Burutu,Ogulagha,2026-04,2026,4,1.5570995553086202e-05,15.570995553086204,27,129.992216796875,25,27.4,32.26,23.5,27.69,30,38,0.241696686,0.044981598,0.16671307,"Shell, Sinopec Group",7,5,2,0,2,1,31889,4975,0.22,1.01,81.16546875,82.199111328125,21.99340576171875,27.49,27.03,26.93,-0.2211971998024544,0.0034966786963522,0.0034966786963522,monthly,24316,21.781630089713467,22.34074701037672,25.98220103040889,81.16546875,82.199111328125,21.99340576171875,27.49,27.03,26.93,-0.2211971998024544,-0.2211971998024544,-0.2211971998024544,0.8660254037844387,-0.4999999999999998,,,
Burutu,Ojobo,2025-05,2025,5,1.457688631489873e-05,14.57688631489873,2,210.6258341471354,6,27.07,31.56,24.66,27.32,31,0,0.0,0.0,0.0,,2,1,1,0,2,0,11105,1732,0.18,0.58,,,,,,,,,,annual,24305,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,11.089152394561095,389.517333984375,26.38
Burutu,Ojobo,2025-06,2025,6,1.1089152394561095e-05,11.089152394561095,2,389.517333984375,6,26.38,29.95,23.93,26.64,30,0,0.0,0.0,0.0,,2,1,1,0,2,0,11105,1732,0.18,0.58,210.6258341471354,,,27.07,,,,,,annual,24306,14.57688631489873,,,210.6258341471354,,,27.07,,,,,,1.2246467991473532e-16,-1.0,11.38378502218984,386.634521484375,25.28
