lganame,wardname,year,month,no2_mol_m2,no2_valid_pixels,no2_umol_m2,rainfall_mm,rainfall_valid_pixels,t2m_mean,t2m_max,t2m_min,ts_mean,temp_n_days,flare_n_sites,flare_total_bcm_13yr,flare_max_site_bcm,flare_last_year_bcm,flare_operators,fac_total,fac_phc,fac_secondary,fac_tertiary,fac_public,fac_private,pop_total,pop_under5,ndvi_annual,ym
Bomadi,Esanma,2023,4,1.606444493518211e-05,8.0,16.06444493518211,168.78936767578125,4,27.18,30.9,24.63,27.33,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-04
Bomadi,Esanma,2023,5,1.795707612473052e-05,8.0,17.95707612473052,293.1509094238281,4,27.29,31.38,24.62,27.42,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-05
Bomadi,Esanma,2023,6,1.0146515705855563e-05,8.0,10.146515705855563,412.0686340332031,4,26.09,29.62,23.76,26.25,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-06
Bomadi,Esanma,2023,7,1.426088510925183e-05,8.0,14.26088510925183,517.063232421875,4,25.78,29.95,23.34,25.91,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-07
Bomadi,Esanma,2023,8,1.6369009244954214e-05,8.0,16.369009244954214,276.1324462890625,4,25.63,29.58,23.08,25.77,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-08
Bomadi,Esanma,2023,9,8.659715604153462e-06,8.0,8.659715604153462,468.66253662109375,4,25.86,29.58,23.5,26.06,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-09
Bomadi,Esanma,2023,10,1.1873609764734285e-05,8.0,11.873609764734285,363.6148376464844,4,26.4,30.71,23.95,26.64,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-10
Bomadi,Esanma,2023,11,2.090072666760534e-05,8.0,20.90072666760534,218.98822021484372,4,26.78,30.86,23.55,26.97,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-11
Bomadi,Esanma,2023,12,2.741672687989194e-05,8.0,27.41672687989194,30.038787841796875,4,27.07,31.87,19.39,27.01,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2023-12
Bomadi,Esanma,2024,1,3.2993018976412714e-05,8.0,32.99301897641271,15.129110336303713,4,27.22,32.63,19.42,27.23,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-01
Bomadi,Esanma,2024,2,2.7539386792341247e-05,8.0,27.539386792341247,75.04736328125,4,27.77,32.95,20.74,27.73,29.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-02
Bomadi,Esanma,2024,3,1.793058618204668e-05,8.0,17.93058618204668,123.18571472167967,4,28.33,32.7,25.73,28.48,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-03
Bomadi,Esanma,2024,4,1.714979953248985e-05,8.0,17.14979953248985,142.76885986328125,4,28.25,31.94,25.84,28.35,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-04
Bomadi,Esanma,2024,5,1.4983167602622416e-05,8.0,14.983167602622416,295.1040344238281,4,27.8,31.9,24.87,27.93,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-05
Bomadi,Esanma,2024,6,1.7853617464425042e-05,8.0,17.853617464425042,436.3218688964844,4,26.7,31.25,24.26,26.94,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-06
Bomadi,Esanma,2024,7,1.0187535735894926e-05,8.0,10.187535735894926,369.8700866699219,4,25.84,29.25,23.67,26.01,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-07
Bomadi,Esanma,2024,8,1.2637185136554764e-05,8.0,12.637185136554764,154.70318603515625,4,25.64,29.33,23.32,25.84,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-08
Bomadi,Esanma,2024,9,1.1664627891150303e-05,8.0,11.664627891150303,314.1272888183594,4,25.83,29.61,23.37,26.13,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-09
Bomadi,Esanma,2024,10,1.558008989377413e-05,8.0,15.58008989377413,532.0679931640625,4,26.2,30.47,23.51,26.49,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-10
Bomadi,Esanma,2024,11,1.1766082934627777e-05,8.0,11.766082934627777,96.90275573730467,4,27.0,31.53,21.76,27.22,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-11
Bomadi,Esanma,2024,12,3.1327530450653285e-05,8.0,31.327530450653285,8.624322891235352,4,26.85,31.69,18.96,26.7,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2024-12
Bomadi,Esanma,2025,1,3.76002790289931e-05,8.0,37.6002790289931,25.70011329650879,4,27.24,32.08,20.1,27.35,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-01
Bomadi,Esanma,2025,2,2.558012420195155e-05,8.0,25.58012420195155,54.1193962097168,4,27.66,32.43,24.4,27.88,28.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-02
Bomadi,Esanma,2025,3,2.064521322608925e-05,8.0,20.64521322608925,131.20855712890625,4,27.94,31.82,25.16,28.21,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-03
Bomadi,Esanma,2025,4,3.1520958145847544e-05,8.0,31.520958145847544,199.36827087402344,4,27.61,31.91,24.93,27.85,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-04
Bomadi,Esanma,2025,5,1.711111872282345e-05,8.0,17.11111872282345,212.93453979492188,4,27.07,31.56,24.66,27.32,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-05
Bomadi,Esanma,2025,6,2.977905751322396e-06,8.0,2.977905751322396,345.9378967285156,4,26.38,29.95,23.93,26.64,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-06
Bomadi,Esanma,2025,7,1.0732444934546947e-05,8.0,10.732444934546947,269.7745056152344,4,25.28,28.95,23.03,25.45,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-07
Bomadi,Esanma,2025,8,1.3452379789669068e-05,8.0,13.452379789669068,194.6804351806641,4,24.88,28.59,22.5,25.14,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-08
Bomadi,Esanma,2025,9,1.5475616237381473e-05,8.0,15.475616237381473,388.5567321777344,4,25.31,29.08,23.19,25.56,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-09
Bomadi,Esanma,2025,10,1.2067624993505888e-05,8.0,12.067624993505888,374.1486206054688,4,25.65,29.96,23.2,25.92,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-10
Bomadi,Esanma,2025,11,1.540979246783536e-05,8.0,15.40979246783536,229.4953765869141,4,26.69,31.29,23.88,27.1,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-11
Bomadi,Esanma,2025,12,3.4289863833691925e-05,8.0,34.289863833691925,138.69580078125,4,26.73,30.72,24.28,27.01,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2025-12
Bomadi,Esanma,2026,1,3.184045635862276e-05,8.0,31.84045635862276,33.75222396850586,4,27.17,32.11,24.41,27.4,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2026-01
Bomadi,Esanma,2026,2,2.1754676708951592e-05,8.0,21.754676708951592,143.38548278808594,4,27.34,32.92,24.19,27.53,28.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2026-02
Bomadi,Esanma,2026,3,2.765747922239825e-05,8.0,27.65747922239825,143.2467041015625,4,27.68,32.21,24.53,27.97,31.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2026-03
Bomadi,Esanma,2026,4,1.641804919927381e-05,8.0,16.41804919927381,207.19244384765625,4,27.61,31.96,24.28,27.81,30.0,0,0.0,0.0,0.0,,1,1,0,0,1,0,5029,785,,2026-04
Bomadi,Kpakiama,2015,1,,,,24.40020751953125,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-01
Bomadi,Kpakiama,2015,2,,,,80.61588541666667,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-02
Bomadi,Kpakiama,2015,3,,,,161.91358439127603,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-03
Bomadi,Kpakiama,2015,4,,,,138.54195149739584,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-04
Bomadi,Kpakiama,2015,5,,,,295.6581217447917,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-05
Bomadi,Kpakiama,2015,6,,,,190.95806884765625,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-06
Bomadi,Kpakiama,2015,7,,,,279.2223307291667,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-07
Bomadi,Kpakiama,2015,8,,,,287.38669840494794,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-08
Bomadi,Kpakiama,2015,9,,,,433.8841145833333,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-09
Bomadi,Kpakiama,2015,10,,,,344.1309000651042,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-10
Bomadi,Kpakiama,2015,11,,,,110.05271402994792,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-11
Bomadi,Kpakiama,2015,12,,,,13.662150065104166,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2015-12
Bomadi,Kpakiama,2016,1,,,,13.21481959025065,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-01
Bomadi,Kpakiama,2016,2,,,,12.973705291748049,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-02
Bomadi,Kpakiama,2016,3,,,,189.4006144205729,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-03
Bomadi,Kpakiama,2016,4,,,,152.78858439127603,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-04
Bomadi,Kpakiama,2016,5,,,,280.01739501953125,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-05
Bomadi,Kpakiama,2016,6,,,,334.8239339192708,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-06
Bomadi,Kpakiama,2016,7,,,,481.173828125,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-07
Bomadi,Kpakiama,2016,8,,,,334.05421956380206,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-08
Bomadi,Kpakiama,2016,9,,,,510.0546875,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-09
Bomadi,Kpakiama,2016,10,,,,346.7459309895833,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-10
Bomadi,Kpakiama,2016,11,,,,98.82077026367188,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-11
Bomadi,Kpakiama,2016,12,,,,33.06798807779948,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2016-12
Bomadi,Kpakiama,2017,1,,,,17.63671620686849,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-01
Bomadi,Kpakiama,2017,2,,,,16.92438507080078,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-02
Bomadi,Kpakiama,2017,3,,,,109.91561889648438,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-03
Bomadi,Kpakiama,2017,4,,,,159.7259318033854,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-04
Bomadi,Kpakiama,2017,5,,,,259.1279296875,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-05
Bomadi,Kpakiama,2017,6,,,,649.2822672526041,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-06
Bomadi,Kpakiama,2017,7,,,,457.7382405598958,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-07
Bomadi,Kpakiama,2017,8,,,,305.59765625,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-08
Bomadi,Kpakiama,2017,9,,,,350.2869873046875,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-09
Bomadi,Kpakiama,2017,10,,,,305.69594319661456,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-10
Bomadi,Kpakiama,2017,11,,,,128.428466796875,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-11
Bomadi,Kpakiama,2017,12,,,,31.13197580973308,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2017-12
Bomadi,Kpakiama,2018,1,,,,18.02516682942708,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-01
Bomadi,Kpakiama,2018,2,,,,163.87753295898438,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-02
Bomadi,Kpakiama,2018,3,,,,172.991943359375,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-03
Bomadi,Kpakiama,2018,4,,,,173.57576497395834,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-04
Bomadi,Kpakiama,2018,5,,,,223.5622965494792,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-05
Bomadi,Kpakiama,2018,6,,,,409.3863932291667,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-06
Bomadi,Kpakiama,2018,7,,,,494.6958821614583,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-07
Bomadi,Kpakiama,2018,8,,,,465.1592610677083,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-08
Bomadi,Kpakiama,2018,9,,,,536.1857503255209,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-09
Bomadi,Kpakiama,2018,10,2.4487277389400537e-05,9.0,24.487277389400536,388.2353922526042,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-10
Bomadi,Kpakiama,2018,11,2.0152142193789285e-05,9.0,20.152142193789285,157.60957845052084,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-11
Bomadi,Kpakiama,2018,12,3.287586474066807e-05,9.0,32.87586474066807,27.43907928466797,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2018-12
Bomadi,Kpakiama,2019,1,3.5046670948051746e-05,9.0,35.04667094805175,92.399169921875,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-01
Bomadi,Kpakiama,2019,2,3.1297337651873626e-05,9.0,31.297337651873626,121.6273701985677,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-02
Bomadi,Kpakiama,2019,3,2.1901945324821605e-05,9.0,21.901945324821604,133.11532592773438,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-03
Bomadi,Kpakiama,2019,4,1.1966379436974725e-05,9.0,11.966379436974725,162.66082763671875,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-04
Bomadi,Kpakiama,2019,5,1.4565674872655009e-05,9.0,14.56567487265501,301.3844401041667,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-05
Bomadi,Kpakiama,2019,6,1.2136743559191624e-05,9.0,12.136743559191624,290.12074788411456,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-06
Bomadi,Kpakiama,2019,7,1.2302044423348789e-05,9.0,12.30204442334879,634.194580078125,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-07
Bomadi,Kpakiama,2019,8,9.403886603346717e-06,9.0,9.403886603346717,303.12713623046875,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-08
Bomadi,Kpakiama,2019,9,1.5004596207290888e-05,9.0,15.004596207290888,613.6925048828125,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-09
Bomadi,Kpakiama,2019,10,1.1421913869627236e-05,9.0,11.421913869627236,462.2650960286458,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-10
Bomadi,Kpakiama,2019,11,2.571593601411829e-05,9.0,25.71593601411829,205.7533569335937,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-11
Bomadi,Kpakiama,2019,12,2.9555292308537497e-05,9.0,29.555292308537496,67.0657450358073,6,,,,,,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2019-12
Bomadi,Kpakiama,2020,1,3.608013179877566e-05,9.0,36.08013179877566,5.506683985392253,6,25.91,32.03,16.86,25.77,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-01
Bomadi,Kpakiama,2020,2,2.669458950145377e-05,9.0,26.69458950145377,15.038294474283854,6,27.48,32.65,20.57,27.51,29.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-02
Bomadi,Kpakiama,2020,3,1.819770194641832e-05,9.0,18.19770194641832,133.83840942382812,6,27.68,31.91,23.58,27.76,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-03
Bomadi,Kpakiama,2020,4,3.588222251791093e-05,9.0,35.88222251791093,168.11234537760416,6,27.44,32.64,23.25,27.65,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-04
Bomadi,Kpakiama,2020,5,6.594425131980744e-06,9.0,6.594425131980744,233.7965087890625,6,27.02,30.97,24.82,27.27,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-05
Bomadi,Kpakiama,2020,6,1.249605136561311e-05,9.0,12.49605136561311,340.0621337890625,6,25.86,29.66,23.52,26.08,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-06
Bomadi,Kpakiama,2020,7,1.0707327520423052e-05,9.0,10.707327520423052,532.0681559244791,6,25.03,28.85,22.92,25.16,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-07
Bomadi,Kpakiama,2020,8,1.2128208860910188e-05,9.0,12.128208860910188,140.01933797200522,6,24.76,29.04,21.57,25.04,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-08
Bomadi,Kpakiama,2020,9,1.2438451651380294e-05,9.0,12.438451651380294,399.3474527994792,6,25.06,28.73,23.04,25.27,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-09
Bomadi,Kpakiama,2020,10,2.488827643295129e-05,9.0,24.88827643295129,249.915771484375,6,25.59,29.99,23.18,25.82,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-10
Bomadi,Kpakiama,2020,11,1.930984500278201e-05,9.0,19.309845002782012,101.46726481119792,6,26.5,30.7,23.8,26.74,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-11
Bomadi,Kpakiama,2020,12,3.582680559096237e-05,9.0,35.82680559096237,60.53163655598959,6,26.61,30.93,22.66,26.78,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2020-12
Bomadi,Kpakiama,2021,1,3.298422153521743e-05,9.0,32.98422153521743,32.66588338216146,6,26.78,30.72,23.21,26.89,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-01
Bomadi,Kpakiama,2021,2,2.6002059005097384e-05,9.0,26.002059005097383,41.8135019938151,6,27.1,31.27,20.53,27.08,28.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-02
Bomadi,Kpakiama,2021,3,1.4389717964352003e-05,9.0,14.389717964352004,111.64971923828124,6,27.0,31.51,24.11,27.16,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-03
Bomadi,Kpakiama,2021,4,1.6837049366181924e-05,9.0,16.837049366181922,162.9463094075521,6,27.17,32.0,24.55,27.22,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-04
Bomadi,Kpakiama,2021,5,1.5598844685074357e-05,9.0,15.598844685074356,336.44517008463544,6,26.88,30.36,23.92,26.99,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-05
Bomadi,Kpakiama,2021,6,1.4624918953308628e-05,9.0,14.624918953308628,484.8455403645833,6,26.01,30.71,23.36,26.23,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-06
Bomadi,Kpakiama,2021,7,1.2724345853914405e-05,9.0,12.724345853914405,235.1498819986979,6,25.37,28.76,22.46,25.53,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-07
Bomadi,Kpakiama,2021,8,1.3104588207271365e-05,9.0,13.104588207271364,513.1977945963541,6,25.19,28.35,23.07,25.34,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-08
Bomadi,Kpakiama,2021,9,1.5187276100429395e-05,9.0,15.187276100429395,590.4208170572916,6,25.4,29.12,22.77,25.59,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-09
Bomadi,Kpakiama,2021,10,1.368843691630496e-05,9.0,13.68843691630496,448.2321370442708,6,26.05,30.84,23.45,26.31,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-10
Bomadi,Kpakiama,2021,11,2.6365522191756303e-05,9.0,26.365522191756302,268.4101969401042,6,26.24,31.3,23.69,26.44,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-11
Bomadi,Kpakiama,2021,12,3.599954329224097e-05,9.0,35.999543292240965,29.19530487060547,6,26.3,31.7,19.32,26.37,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2021-12
Bomadi,Kpakiama,2022,1,3.6036683013662696e-05,9.0,36.036683013662696,30.88220723470052,6,25.12,31.34,16.17,25.01,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-01
Bomadi,Kpakiama,2022,2,2.500503291634636e-05,9.0,25.005032916346362,27.51953887939453,6,26.58,31.98,17.65,26.67,28.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-02
Bomadi,Kpakiama,2022,3,1.837938099116501e-05,9.0,18.37938099116501,98.62001546223958,6,27.41,31.27,25.07,27.45,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-03
Bomadi,Kpakiama,2022,4,1.548653623710076e-05,9.0,15.486536237100761,198.7602335611979,6,26.95,32.04,24.18,27.09,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-04
Bomadi,Kpakiama,2022,5,1.7157273962058956e-05,9.0,17.157273962058955,322.36374918619794,6,26.63,30.44,23.26,26.81,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-05
Bomadi,Kpakiama,2022,6,1.060536790949603e-05,9.0,10.60536790949603,438.8073323567708,6,25.75,29.28,23.16,25.9,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-06
Bomadi,Kpakiama,2022,7,1.024720566217891e-05,9.0,10.24720566217891,275.9887288411458,6,25.16,28.64,22.36,25.3,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-07
Bomadi,Kpakiama,2022,8,9.497726245576308e-06,9.0,9.497726245576308,188.1111246744792,6,24.87,28.76,21.84,25.07,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-08
Bomadi,Kpakiama,2022,9,1.1003791264051364e-05,9.0,11.003791264051364,265.73972574869794,6,25.23,28.84,22.96,25.52,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-09
Bomadi,Kpakiama,2022,10,1.709581960717009e-05,9.0,17.095819607170093,333.75828043619794,6,25.84,30.73,22.78,26.13,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-10
Bomadi,Kpakiama,2022,11,1.5468283284765978e-05,9.0,15.468283284765977,151.4329833984375,6,26.64,31.59,24.21,26.93,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-11
Bomadi,Kpakiama,2022,12,3.37656076428377e-05,9.0,33.7656076428377,50.82428995768229,6,25.9,30.74,17.8,25.87,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2022-12
Bomadi,Kpakiama,2023,1,3.8296954395870365e-05,9.0,38.296954395870365,20.85779571533203,6,26.09,31.09,17.9,26.04,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-01
Bomadi,Kpakiama,2023,2,2.73028757267942e-05,9.0,27.3028757267942,28.299997965494796,6,26.91,32.01,18.86,26.94,28.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-02
Bomadi,Kpakiama,2023,3,1.262765403630005e-05,9.0,12.627654036300049,181.65545654296875,6,27.0,31.34,23.82,27.1,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-03
Bomadi,Kpakiama,2023,4,1.7702275524950688e-05,9.0,17.70227552495069,148.9361572265625,6,27.18,30.9,24.63,27.33,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-04
Bomadi,Kpakiama,2023,5,1.846239320002496e-05,9.0,18.46239320002496,299.17710367838544,6,27.29,31.38,24.62,27.42,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-05
Bomadi,Kpakiama,2023,6,1.2235883332323285e-05,9.0,12.235883332323285,409.29638671875,6,26.09,29.62,23.76,26.25,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-06
Bomadi,Kpakiama,2023,7,1.5420383230472606e-05,9.0,15.420383230472606,440.7138264973958,6,25.78,29.95,23.34,25.91,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-07
Bomadi,Kpakiama,2023,8,1.549604510526276e-05,9.0,15.49604510526276,259.3297119140625,6,25.63,29.58,23.08,25.77,31.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-08
Bomadi,Kpakiama,2023,9,1.111334293252892e-05,9.0,11.11334293252892,484.8897298177083,6,25.86,29.58,23.5,26.06,30.0,0,0.0,0.0,0.0,,4,3,1,0,1,1,18353,2863,,2023-09
